,cell_area_ratio,white_area_ratio,e2e_n,e2e_distance_mean,e2e_distance_std,e2e_distance_median,e2e_distance_mad,e2e_eu_distance_mean,e2e_eu_distance_std,e2e_eu_distance_median,e2e_eu_distance_mad,e2e_distance_ratio_mean,e2e_distance_ratio_std,e2e_distance_ratio_median,e2e_distance_ratio_mad,j2e_n,j2e_distance_mean,j2e_distance_std,j2e_distance_median,j2e_distance_mad,j2e_eu_distance_mean,j2e_eu_distance_std,j2e_eu_distance_median,j2e_eu_distance_mad,j2e_distance_ratio_mean,j2e_distance_ratio_std,j2e_distance_ratio_median,j2e_distance_ratio_mad,j2j_n,j2j_distance_mean,j2j_distance_std,j2j_distance_median,j2j_distance_mad,j2j_eu_distance_mean,j2j_eu_distance_std,j2j_eu_distance_median,j2j_eu_distance_mad,j2j_distance_ratio_mean,j2j_distance_ratio_std,j2j_distance_ratio_median,j2j_distance_ratio_mad,nodes_n,nodes_max,nodes_mean,nodes_std,nodes_median,nodes_mad,branch_thickness_medial_axis_mean,branch_thickness_medial_axis_std,branch_thickness_medial_axis_median,branch_thickness_medial_axis_mad,branch_thickness_voronoi_mean,branch_thickness_voronoi_std,branch_thickness_voronoi_median,branch_thickness_voronoi_mad,texture_std_filter_mean,texture_std_filter_std,texture_std_filter_median,texture_std_filter_mad,texture_entropy_filter_mean,texture_entropy_filter_std,texture_entropy_filter_median,texture_entropy_filter_mad
P2RX4_E2_NS,0.6496554480658637,0.27775319417317706,1,61.94112549695426,,61.94112549695426,0.0,52.038447325030745,,52.038447325030745,0.0,0.8401275712626429,,0.8401275712626429,0.0,185,24.488390607383494,26.19291834495641,17.08641734437201,7.543945011715447,22.723474769747405,22.907241654192394,16.554833131143305,7.20554471845238,0.9473359041993739,0.03707904886804999,0.949773651661334,0.0227029538135205,475,70.5416351034562,46.04268184001479,63.103253949660285,31.875480482518856,65.3369334795899,42.187465674195984,58.17269548508131,29.098274615074196,0.9328484968930163,0.028372018258689836,0.932118698443168,0.014846824485269416,1138,5,3.1291739894551847,0.3380022768380483,3.0,0.0,10.320433616638184,5.8999481201171875,9.219544410705566,3.562690258026123,10.964178085327148,5.605423927307129,9.899495124816895,3.554128646850586,2071.964599609375,1462.4833984375,1640.982177734375,662.9619140625,4.081212520599365,0.5500777363777161,4.093703269958496,0.3958923816680908
FHOD1_D1_NO,0.6432929568820529,0.28961435953776044,1,25.0,,25.0,0.0,25.0,,25.0,0.0,1.0,,1.0,0.0,283,20.5711096333282,21.82506326144968,14.199326582148915,6.700168354462756,18.839301068488542,19.015449641022403,13.098186897429732,6.111185814868813,0.9351812589283695,0.050423596041374204,0.9391648411023231,0.019225576626342833,702,59.31851137556762,42.73652118339454,49.75567576825293,27.786940742751412,54.34321919027304,38.360792233870576,45.59512396644237,24.866220701163037,0.9290398538374735,0.03682189690119355,0.9294859791932246,0.015807894042192405,1705,5,3.126099706744868,0.3372204505769246,3.0,0.0,8.647443771362305,5.191242694854736,7.211102485656738,2.2228784561157227,9.206782341003418,4.9709625244140625,7.8102498054504395,2.4250850677490234,933.2588500976562,545.2836303710938,790.348876953125,267.2527160644531,3.3735320568084717,0.5563737750053406,3.3624320030212402,0.3898439407348633
GNB2L1_E1_NO,0.7163573371039497,0.19198989868164062,1,3.4142135623730954,,3.4142135623730954,0.0,3.1622776601683795,,3.1622776601683795,0.0,0.9262096826685896,,0.9262096826685896,0.0,267,18.95051449214964,25.873077285693522,12.370899457402674,5.599663291074469,17.500223302273625,23.07804470231724,11.55692433132622,5.222899863223615,0.9399358668032549,0.055926029160857406,0.9441325018643625,0.016760013782278982,441,63.23743380425294,56.22720556364012,42.9707409830632,25.233018029985452,57.20455702489818,49.857074043026515,39.33342161007047,22.467734879643764,0.9238531736243434,0.04647779752766376,0.9286347219894732,0.022792906960849568,1188,5,3.1237373737373737,0.33435525933496935,3.0,0.0,8.273911476135254,5.615564346313477,6.7082037925720215,2.5850982666015625,8.74070930480957,5.42563009262085,7.0,2.5278639793395996,2040.5150146484375,1215.849853515625,1820.0616455078125,751.9036865234375,4.032005310058594,0.6263806819915771,4.125041961669922,0.415602445602417
NegsiRNA_E3_NS,0.7214806874593099,0.21137025621202257,1,1.4142135623730951,,1.4142135623730951,0.0,1.4142135623730951,,1.4142135623730951,0.0,1.0,,1.0,0.0,290,16.095343790681195,16.786835929369097,12.10744550961175,4.9791867393283855,14.948711756744807,15.045861766083284,11.34051856405857,4.516846532080479,0.93984210069181,0.04331851410851614,0.9436319599643124,0.01650142940178928,641,59.20902536312457,43.36568054849338,49.65854587211878,28.4843571855215,54.23879381835386,38.87608078761011,46.17486389320014,25.751395638382206,0.928800348628771,0.03819171189451466,0.9303859677330915,0.015107567919067977,1641,5,3.125533211456429,0.3367950881584578,3.0,0.0,6.904186725616455,3.95694899559021,6.0,2.0,7.2863383293151855,3.783747673034668,6.324555397033691,2.0819149017333984,1247.1162109375,834.5510864257812,1017.4290771484375,381.68365478515625,3.6434988975524902,0.5811483263969421,3.6490280628204346,0.4110832214355469
FBLMI1_C3_NO,0.5999134911431206,0.3081465827094184,1,2.4142135623730954,,2.4142135623730954,0.0,2.23606797749979,,2.23606797749979,0.0,0.9262096826685896,,0.9262096826685896,0.0,384,18.039413166451336,15.610586153534575,14.300882755477666,4.8156013812390945,16.808002248353276,14.065556000116331,13.35219603950955,4.527246907382427,0.9417423657123664,0.03715948799128804,0.9458209833071152,0.018207250068811243,738,52.46163151673471,36.6846175337514,44.86445179807553,23.878821815288628,48.00946249131861,32.783968248435144,41.33333333333337,21.53565923561561,0.9273823936965356,0.039040188943698324,0.9292542322581845,0.018909772122877866,1870,6,3.128342245989305,0.3423713005884303,3.0,0.0,9.699172973632812,5.670077323913574,8.485280990600586,3.10011625289917,10.568770408630371,5.397878646850586,9.219544410705566,2.987010955810547,1446.8763427734375,869.6884765625,1220.4705810546875,450.2635498046875,3.809741258621216,0.5489652752876282,3.8218839168548584,0.394268274307251
PALLD_F3_NS,0.5542492336697049,0.3621843126085069,2,2.0,1.4142135623730951,2.0,1.0,2.0,1.4142135623730951,2.0,1.0,1.0,0.0,1.0,0.0,241,22.89263480580988,22.54295615402446,17.033869682422594,7.0771837873931,21.02973911448064,19.243227737464004,16.006942938057264,6.691564110253651,0.9365110293511959,0.053194011231179776,0.9404243763192197,0.015704914756755617,669,61.60738581373263,42.343099330272935,52.17759523255541,26.073250578757786,56.608680906007045,38.069583037213256,48.313789151982576,24.341599881147957,0.9295621397524869,0.037895128525470986,0.9298798877505461,0.014880359270604382,1669,5,3.138406231276213,0.35219772261469245,3.0,0.0,11.519579887390137,6.766132831573486,10.049875259399414,4.218923568725586,12.375842094421387,6.508545875549316,11.0,4.033296585083008,2009.3253173828125,1399.4901123046875,1612.4034423828125,675.0572509765625,4.073470115661621,0.5684033036231995,4.098777770996094,0.41849470138549805
NegsiRNA_H2_NS,0.6560336218939887,0.2555732727050781,1,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,334,16.84432616592035,15.520038233984586,13.335117959837408,5.363961030678866,15.58248987780731,13.711876395327135,12.650345784776755,4.924644643363802,0.9400263609667621,0.05233076349528831,0.9461626947620358,0.018329643574439336,725,55.70592441099099,41.081109492447204,47.20051898251088,24.703408385000493,50.959473552924074,36.69887966418244,43.82794643704962,22.244404478863302,0.9281742406715144,0.03999739375002129,0.9299995432822479,0.01776220180283561,1796,6,3.1275055679287305,0.3417833038731041,3.0,0.0,7.929701805114746,4.850461959838867,7.0,2.848857879638672,8.461494445800781,4.706353187561035,7.211102485656738,2.6377553939819336,1488.6710205078125,939.6343994140625,1240.325439453125,431.2822265625,3.840170383453369,0.5319716334342957,3.8413658142089844,0.37227702140808105
NegsiRNA_E1_NS,0.7266608344184028,0.2117190890842014,3,5.552284749830794,6.666480875939582,2.0,0.5857864376269049,5.039637824364241,5.779539419266548,2.0,0.5857864376269049,0.9612881646811432,0.06705086562649919,1.0,0.0,394,17.808508983833317,13.62722397153431,14.75651754056684,6.656854249492451,16.397681019805997,11.771058785578267,13.99584880673821,6.3219391845906685,0.933867503833532,0.053403943164246036,0.9398197476238903,0.015871537948194847,585,51.15890293769577,45.36109126971996,37.829903842804505,20.430557500409318,46.482678988555996,40.8446424780286,34.46828252176194,17.798282855028663,0.9238935295758985,0.053423678260768874,0.9288538536910168,0.01966244587674082,1627,5,3.1382913337430853,0.3487482664537862,3.0,0.0,8.385895729064941,5.493923187255859,7.035533905029297,3.035533905029297,9.161227226257324,5.404391765594482,7.8102498054504395,3.2351107597351074,1554.6162109375,1081.59326171875,1281.83154296875,526.4300537109375,3.8050596714019775,0.6201789379119873,3.843931198120117,0.43100833892822266
NegsiRNA_D3_NS,0.6201674143473307,0.2943127950032552,8,15.130203820042826,20.80884181777743,5.414213562373096,3.914213562373096,14.367488546267484,20.25410781257182,5.0,3.5,0.9576390996992694,0.059723971119521845,0.9900836106661508,0.009916389333849196,366,19.956506550818865,16.96093986154481,16.313708498984766,6.728315362988469,18.589566525250522,15.297538499733603,15.387095510658057,6.398657417147443,0.9410123579888673,0.04923819862086978,0.9477272268537884,0.01976483178605809,622,56.03151222610703,42.30984741594704,46.742881843383586,24.091631461404866,51.357948654896084,37.94205001112966,43.594046026749496,21.9793218402927,0.9290426578098941,0.03614344594176998,0.9299340345839149,0.01673323827668083,1649,5,3.1412977562158884,0.35522404959457454,3.0,0.0,10.440570831298828,6.863038539886475,8.9442720413208,3.944272041320801,11.308083534240723,6.4081268310546875,9.848857879638672,3.848857879638672,1843.5302734375,1234.884765625,1512.87548828125,605.2515869140625,3.995173931121826,0.5617732405662537,4.017999172210693,0.4076356887817383
P2RX4_E2_CA,0.58102904425727,0.2871072557237413,0,,,,,,,,,,,,,253,21.21801564067713,18.683750608405425,17.313708498984766,7.906854249492385,19.677108811654882,16.74018434227932,16.549588783075198,7.600405465831482,0.9390540089908536,0.043123696221873196,0.9441025241719754,0.018340442999202344,544,61.32784974400283,44.47296964121816,51.65355180909026,28.9186944504351,56.262893157365006,40.425008677954764,47.77233617704611,25.356458389335714,0.9278606979063523,0.046563322680654426,0.928751853185083,0.0158578419089625,1396,5,3.1454154727793697,0.362537083396936,3.0,0.0,10.688536643981934,6.429449081420898,9.486832618713379,3.8548316955566406,11.600736618041992,6.292516708374023,10.29563045501709,3.7400379180908203,1790.9410400390625,1207.9293212890625,1469.8314208984375,616.2037353515625,3.9627058506011963,0.5915124416351318,3.9966647624969482,0.4253356456756592
PALLD_F2_NO,0.5362813737657335,0.3577626546223958,3,11.104569499661588,15.458060527153666,3.4142135623730954,2.4142135623730954,10.212894083305278,14.126046568831,3.1622776601683795,2.1622776601683795,0.9474547535756069,0.0457824035359816,0.9262096826685896,0.010055104610358523,238,24.724896127464497,24.052261872014217,17.0308116946588,7.4497474683058345,22.940391060138126,21.596260860325074,16.175189783822212,6.67378441554275,0.9409904671559345,0.04349840192056623,0.9417839645316541,0.01823593135700613,683,60.62235211149649,40.6924073400644,51.541481966126035,26.668393022450125,55.596096418975726,36.318955399012125,48.319610120759705,23.875341995791388,0.9298334562994646,0.039334802137095656,0.9299374645461465,0.017305784599342622,1597,6,3.113963681903569,0.3274716810267472,3.0,0.0,11.117499351501465,6.42958402633667,9.848857879638672,3.848857879638672,11.906022071838379,6.107191562652588,10.440306663513184,3.488081932067871,1951.732666015625,1233.516357421875,1631.7088623046875,659.3106689453125,4.064635276794434,0.5535484552383423,4.099104404449463,0.40276193618774414
NegsiRNA_L1_NO,0.6067759195963541,0.32515207926432294,0,,,,,,,,,,,,,432,17.60353547120006,14.769695021906458,13.785113019775766,4.70710678118655,16.42012727307357,13.417374632930956,12.944325225965041,4.24983068667531,0.9409069053161819,0.04246624613423562,0.9427883730687994,0.016493701324906462,964,49.1759064295981,33.7425197275284,41.049651915644574,21.198233179203108,45.24158420657366,30.278643972008492,37.993099989791645,18.952941296033828,0.9322234563783495,0.036744005342697825,0.932193162564896,0.016477371652204253,2405,5,3.1255717255717257,0.3363478417279768,3.0,0.0,8.49007797241211,4.685908794403076,7.6157732009887695,2.516753673553467,9.187443733215332,4.324244976043701,8.062257766723633,2.2313060760498047,1005.3732299804688,608.0401000976562,837.52294921875,295.6890869140625,3.4512908458709717,0.5583609342575073,3.4378058910369873,0.40355992317199707
NegsiRNA_B3_NO,0.5543628268771701,0.3483161926269531,3,1.4714045207910316,0.5024471159172591,1.4142135623730951,0.41421356237309515,1.4714045207910316,0.5024471159172591,1.4142135623730951,0.41421356237309515,1.0,0.0,1.0,0.0,379,18.930271927843847,14.39194366540401,16.48528137423857,5.528595479209034,17.807376960549323,13.369223224585674,15.509853498842439,5.432031313469253,0.9461563025328198,0.029573080028172615,0.9454265544530855,0.0179427646048419,815,52.35968097583755,36.054797944783246,44.32191362317868,21.821067811865472,48.321006648021175,32.69299382090992,41.26683158286919,19.99347840205736,0.933084280650306,0.033829043710231675,0.9318279515052712,0.015349084153099102,2016,5,3.1274801587301586,0.3408654944704872,3.0,0.0,10.564516067504883,6.679725170135498,9.05538558959961,3.672536849975586,11.453840255737305,6.264446258544922,10.0,3.5968756675720215,1864.6534423828125,1141.9549560546875,1565.7177734375,598.0587768554688,4.0519537925720215,0.5285775661468506,4.075405120849609,0.3827526569366455
NegsiRNA_D2_CA,0.6759028964572482,0.27619043986002606,3,21.094757082487295,31.356988082765103,4.0,2.0,16.970341048590416,24.21799510780756,4.0,2.0,0.9280008989539232,0.12470610111109053,1.0,0.0,323,18.218113480763098,15.478552447582345,14.313708498984766,5.3587101875822505,16.987684014774917,13.947930158396536,13.601470508735444,4.785005499461446,0.9433523616456451,0.03606015982221793,0.9452093477507768,0.0189996650821872,702,56.22648062462044,40.24599816107461,47.05989794126441,24.48601973326776,51.74709898054357,36.33039753969325,43.64349007274136,21.9024343636588,0.931176958486045,0.03480866943842304,0.9323443237939458,0.017149119705303084,1756,5,3.1212984054669706,0.33337803010123096,3.0,0.0,8.80648422241211,5.5934576988220215,7.8102498054504395,3.1897501945495605,9.426278114318848,5.363375663757324,8.246211051940918,3.0674972534179688,1594.16455078125,1021.8684692382812,1323.4620361328125,495.59619140625,3.899916410446167,0.5452920794487,3.912139892578125,0.3919034004211426
NegsiRNA_F2_NO,0.6294638315836588,0.28980127970377606,4,2.0,1.4142135623730951,1.5,0.5,2.0,1.4142135623730951,1.5,0.5,1.0,0.0,1.0,0.0,475,18.055554929152528,14.044887729095107,14.714045207910333,5.508602650233936,16.818057057686605,12.588545981437413,13.786315678962238,5.2678833333289905,0.9421483509921011,0.051521863503045766,0.9476589000513027,0.01976684332114531,751,47.22758038777365,37.436551737323285,37.63303779023193,19.872637978020975,43.59116742420729,34.14916227069025,34.88552708502482,17.896560076992813,0.9335109892743508,0.03629086137882903,0.9314637545192394,0.01762857534245399,1972,5,3.120182555780933,0.32673063500360267,3.0,0.0,10.082073211669922,6.899959564208984,8.5440034866333,3.6625518798828125,11.213700294494629,6.52653694152832,9.899495124816895,3.8994951248168945,1920.3936767578125,1121.209228515625,1670.8603515625,642.4208984375,4.050871849060059,0.54935222864151,4.0996317863464355,0.38479089736938477
AKAP5_B2_NS,0.5830529530843099,0.30200110541449654,1,36.485281374238575,,36.485281374238575,0.0,34.0,,34.0,0.0,0.9318826310054614,,0.9318826310054614,0.0,251,23.286604526723305,20.53630235162415,17.128258770283466,7.642977396044895,21.637624854063546,18.498546248938915,16.1245154965971,7.146830737679014,0.9413588465684684,0.03974619605464357,0.9424942514990088,0.018608249912129615,554,62.75233551721727,42.07647540738857,54.334944665313,27.336810139135892,57.60758650652451,37.92547707082995,50.31981632433087,24.780495490381725,0.9298462009257833,0.038536140928630794,0.9305105978653808,0.015328062425620792,1381,5,3.12237509051412,0.3299206778288155,3.0,0.0,10.963910102844238,6.809286117553711,9.433980941772461,4.048816204071045,11.744067192077637,6.645373821258545,10.0,4.0,2249.263916015625,1516.119384765625,1815.7550048828125,741.3883056640625,4.163905620574951,0.5548916459083557,4.194632053375244,0.3968334197998047
NUMB_E3_NO,0.61341306898329,0.28372107611762154,2,58.497474683058265,80.72792206135777,58.497474683058265,57.08326112068517,55.86143571373725,77.0,55.86143571373725,54.44722215136416,0.977193094065459,0.03225383568839537,0.977193094065459,0.022806905934541044,358,19.210295173114517,18.049813662056515,14.507989536664212,6.021864370612126,17.952686646950074,16.30709139048705,13.494792191619176,5.543551897034787,0.9459582484411965,0.03421227482852492,0.9478103065110414,0.019874497775277833,689,53.71149216651175,42.59839124825907,43.821067811865476,25.997704902263834,49.298630484816925,38.33180950844377,40.756134507580576,23.564203260626382,0.9316308542974991,0.037359872552643045,0.9321868670759828,0.017130484301698945,1757,5,3.1235059760956174,0.33416636836422053,3.0,0.0,9.444621086120605,5.802804946899414,8.0,3.0,10.252803802490234,5.6194376945495605,8.602325439453125,2.9454712867736816,1335.407470703125,885.2260131835938,1090.95947265625,417.3389892578125,3.7082040309906006,0.5791078209877014,3.7089123725891113,0.4156026840209961
AKAP5_B2_NO,0.581788592868381,0.33605872260199654,1,38.970562748477136,,38.970562748477136,0.0,34.0,,34.0,0.0,0.8724534007743737,,0.8724534007743737,0.0,377,20.097279190809285,15.89948616170965,17.257990219625814,5.88709076222314,18.759180613411676,14.241512228644867,16.278820596099706,5.529143598368309,0.9427821534823811,0.03167441115754439,0.9435170477927124,0.01584773058852773,722,54.59078711350179,41.578202812924715,43.92882877484976,22.465105455680206,50.007466483611566,36.87706897488748,40.24571931115189,20.25318696036649,0.9319603120254883,0.046264030877698585,0.9327515371273873,0.01657229823513523,1882,5,3.1248671625929862,0.33217172299139713,3.0,0.0,10.60969352722168,6.1369757652282715,9.486832618713379,3.655880928039551,11.663725852966309,5.84876012802124,10.440306663513184,3.452136993408203,2217.282470703125,1402.540283203125,1853.374267578125,704.509033203125,4.176107406616211,0.5272861123085022,4.208713054656982,0.37274789810180664
NegsiRNA_F1_NO,0.590423583984375,0.3267258538140191,1,57.38477631085023,,57.38477631085023,0.0,52.00961449578339,,52.00961449578339,0.0,0.90633122300678,,0.90633122300678,0.0,329,18.779336300560548,15.09598694666116,15.242640687119286,5.700168354462846,17.53859268102069,13.387812405073305,14.337208778404396,5.3407540791228705,0.9444608652971437,0.038694185111836414,0.9468418558056665,0.0182071338161941,824,53.22857872357776,35.77710410252569,46.311388005811864,24.359919111753058,49.382683635311516,32.70466571251782,43.24837848113904,21.831112769202072,0.9361134837262743,0.030556325327985304,0.9327075720139673,0.014743441176583771,2025,5,3.117037037037037,0.3245222298096134,3.0,0.0,9.707551002502441,5.629197597503662,8.602325439453125,2.9454712867736816,10.394841194152832,5.045955657958984,9.219544410705566,2.816420078277588,1571.2674560546875,1039.8729248046875,1292.634765625,502.418701171875,3.8681955337524414,0.5653294324874878,3.884364604949951,0.4034156799316406
EZR_C3_CA,0.664449479844835,0.262656741672092,1,3.4142135623730954,,3.4142135623730954,0.0,3.1622776601683795,,3.1622776601683795,0.0,0.9262096826685896,,0.9262096826685896,0.0,215,18.473389289844423,15.332399381243471,13.576491222541476,5.034018889884996,17.121855613424245,13.619232661475303,12.944325225965017,4.664496993715527,0.9407384103591215,0.03440287576212726,0.9422417944833129,0.018018841155588716,539,67.88191591077378,47.53197226322552,57.94892905610896,33.59240163541891,62.373646598054876,43.211917950354625,53.68536165059862,30.352028317265287,0.9283634172786672,0.03922940761616571,0.9289778923134188,0.014262270100334429,1271,5,3.1243115656963023,0.3323127509638685,3.0,0.0,9.131717681884766,5.5631632804870605,8.0,3.0,9.648481369018555,5.330126762390137,8.246211051940918,2.934128761291504,1330.0848388671875,917.701416015625,1086.09228515625,409.51641845703125,3.706226110458374,0.5788863301277161,3.711477518081665,0.41356444358825684
CAMSAP3-2310057J16RIK_E2_CA,0.6343243916829427,0.2914547390407986,1,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,162,26.549500609045285,25.906342677066412,19.320646925708488,8.363961030678938,24.414662412653314,22.74932798474561,18.37701817158193,8.287890312174035,0.9381088722805733,0.038452110217652824,0.9434311502473822,0.01741210487240341,405,78.11434545707503,50.048359356438134,66.94259817601329,34.67073110293984,72.02634684130206,45.36863556797737,60.928008520074066,30.86141576332825,0.9309393150967893,0.031761555688941796,0.9294367401699235,0.014064206463310414,994,4,3.1287726358148893,0.3349481214758118,3.0,0.0,11.394123077392578,6.281785011291504,10.198039054870605,4.115276336669922,12.224719047546387,6.104303359985352,11.0,4.0,1923.2142333984375,1267.962890625,1588.06884765625,634.0447998046875,4.028804302215576,0.5629809498786926,4.057961463928223,0.4010505676269531
NegsiRNA_I3_NS,0.680095460679796,0.2609897189670139,1,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,328,17.454885091436147,16.5977978577646,13.621072751926983,5.412300592168965,16.13249808640332,14.588522565040131,12.79770201864718,5.019171759772835,0.9416313844297144,0.0394208974780221,0.9433452527020516,0.017237282258960374,630,58.008543482035584,42.3765593623513,47.02824245479198,26.103650317880273,53.434690907846054,38.51278285078969,43.99801727340166,24.073436226298014,0.9308791080029645,0.035029312640318146,0.931419694810566,0.013136764940367973,1592,5,3.1212311557788945,0.33211896493352117,3.0,0.0,8.674296379089355,5.016256332397461,7.280109882354736,2.807973861694336,9.348809242248535,4.786740779876709,8.0,2.9009804725646973,1073.1234130859375,685.6275634765625,874.065185546875,323.9855041503906,3.5000264644622803,0.5768988132476807,3.484494686126709,0.41896581649780273
NegsiRNA_G1_NO,0.5500282711452908,0.37930848863389754,1,24.071067811865483,,24.071067811865483,0.0,21.18962010041709,,21.18962010041709,0.0,0.8802941467337804,,0.8802941467337804,0.0,349,20.850887449091672,15.352750418513171,17.242640687119287,6.027753706895133,19.500644064652764,13.734411140044774,16.278820596099706,5.677101156356965,0.9421715480993256,0.04693502637053019,0.9465668865800778,0.020357203911488098,820,52.76891967981446,35.16287454081515,46.19189499165955,21.90386210396893,48.837582563084176,31.95347142142809,42.52067510076162,19.84665681754371,0.9350536214233159,0.03355785643703324,0.9330153664366789,0.01556935748125643,2014,5,3.12214498510427,0.32896601097610684,3.0,0.0,11.35003662109375,6.699855804443359,10.0,3.9172372817993164,12.366608619689941,6.247341156005859,11.0,3.7888975143432617,1557.203125,1006.74609375,1284.6729736328125,496.1683349609375,3.8616299629211426,0.5646559596061707,3.874215602874756,0.4061250686645508
AKAP5_B1_NO,0.7198783026801215,0.22656673855251735,4,1.1035533905932737,0.20710678118654754,1.0,0.0,1.1035533905932737,0.20710678118654754,1.0,0.0,1.0,0.0,1.0,0.0,305,19.284955518205187,17.501768149706017,14.448083244795658,5.485281374238596,17.922649736173057,15.677736229406829,13.924399049470225,5.260537323888496,0.9427992363234626,0.03531018218297494,0.9417839645316542,0.017835754855958674,579,60.14684393711464,44.54158173978459,49.94112549695426,28.154820076816584,55.261668817898595,40.3467128387142,45.35546334848259,25.591227972430218,0.9279836738084671,0.0366815374057214,0.9282894526013379,0.0156997482351362,1519,5,3.1448321263989465,0.3611634810364769,3.0,0.0,8.01107406616211,5.102217197418213,6.7082037925720215,2.7082037925720215,8.460455894470215,4.850747585296631,7.071067810058594,2.5989317893981934,1569.34765625,970.050048828125,1334.192138671875,457.6134948730469,3.896458625793457,0.5273693799972534,3.9201064109802246,0.3543057441711426
CAMSAP3-2310057J16RIK_E1_CA,0.6360700395372179,0.2978774176703559,1,26.727922061357866,,26.727922061357866,0.0,23.323807579381203,,23.323807579381203,0.0,0.8726382666725075,,0.8726382666725075,0.0,210,22.146754843150926,25.0891317109906,15.220361965957473,6.449747468305837,20.342690705757096,21.68383867332078,14.379706940130152,6.1388027834660015,0.9376494201259723,0.05338567087194467,0.9403980182952398,0.014543193802250998,548,66.81425939167175,45.252993908109644,56.33936268078253,30.57464203552145,61.42724810703233,41.017999871555304,52.28875365211454,27.4136218903728,0.9297224961667201,0.035241211752099835,0.9295487040405777,0.014861590862996099,1363,4,3.1217901687454144,0.32704330530126735,3.0,0.0,10.383084297180176,6.1860175132751465,8.9442720413208,3.704838752746582,11.063316345214844,6.081782341003418,9.433980941772461,3.603029251098633,1794.229736328125,1270.5972900390625,1447.1585693359375,602.7868041992188,3.9648678302764893,0.5908192992210388,3.9966647624969482,0.4235689640045166
NegsiRNA_A2b_NO,0.6065550910101997,0.25911712646484375,4,3.310660171779822,1.3291918010197235,3.207106781186548,1.0000000000000002,2.8495864094170424,0.9164113306921289,2.699172818834085,0.58113883008419,0.8952847075210474,0.1639692393096793,0.9631048413342949,0.0368951586657052,406,18.212080069343187,16.28542118867514,14.570342925692684,5.5549933931861535,16.920036583425105,13.786755776867759,13.621328286468291,5.217158271681107,0.9430383198055168,0.034442066892796684,0.9441572545197932,0.01652066690312498,663,53.04150832861589,42.679961712400036,40.266995370485255,22.623055143578732,48.6596814140238,38.102565340892255,37.378042425407465,20.64835243072676,0.9313756634171555,0.03566410787707191,0.931846118620277,0.01700313612999027,1786,5,3.1377379619260917,0.35106338328741715,3.0,0.0,9.00694465637207,6.356029987335205,7.280109882354736,3.1570043563842773,9.787825584411621,6.262408256530762,8.062257766723633,3.062257766723633,1514.166015625,922.9812622070312,1267.2459716796875,428.10931396484375,3.8635177612304688,0.5148938894271851,3.8606622219085693,0.3581962585449219
AKAP5_B1_NS,0.6329555511474609,0.27135255601671004,3,2.60947570824873,2.787693700234704,1.0,0.0,2.3333333333333335,2.3094010767585034,1.0,0.0,0.9526214587563498,0.08206204062249967,1.0,0.0,223,21.447271737786274,20.014422190610365,15.164213562373094,6.464540391175424,20.029438288316054,18.288072334138647,14.161763857498753,5.851378788201423,0.9401811900112464,0.05707271001619655,0.9431919286859484,0.01698224601735876,564,67.60487887110429,49.420181442183555,58.287223802441204,33.65463759529265,61.721352273389165,43.91892848194978,53.97995213931797,30.64335066440909,0.927703803051954,0.04031511026431045,0.9295165866097268,0.01596440433964874,1375,4,3.1294545454545455,0.33570234749805145,3.0,0.0,9.372723579406738,6.3678998947143555,7.8102498054504395,3.5676093101501465,9.745506286621094,6.228872299194336,8.062257766723633,3.339496612548828,1613.07861328125,1047.4256591796875,1318.5582275390625,492.9837646484375,3.897721290588379,0.554929792881012,3.907209873199463,0.3886251449584961
NegsiRNA_A1b_CA,0.6958024766710069,0.22766664293077257,1,2.8284271247461903,,2.8284271247461903,0.0,2.8284271247461903,,2.8284271247461903,0.0,1.0,,1.0,0.0,276,18.773771045124615,17.570624181031807,14.70017037396244,5.863961030678931,17.448411373414814,16.05145560103801,13.894410972430272,5.59930432165684,0.9390119506856023,0.041354050039086196,0.939649367386084,0.01570115771038877,571,61.51565044411555,46.73097630297441,51.7690574384353,31.311525732092505,56.4056622314762,42.231417050860486,46.81049265092413,27.948796998516045,0.9289829213988706,0.03701290288809089,0.9292503928319458,0.017662236471569837,1424,5,3.1228932584269664,0.3325650225508,3.0,0.0,8.323566436767578,5.376327991485596,7.0,2.8994951248168945,8.747601509094238,5.304360389709473,7.071067810058594,2.828427314758301,1260.5460205078125,861.4764404296875,1030.3189697265625,397.7578125,3.6363277435302734,0.6088153719902039,3.649327039718628,0.4240400791168213
