,cell_area_ratio,white_area_ratio,e2e_n,e2e_distance_mean,e2e_distance_std,e2e_eu_distance_mean,e2e_eu_distance_std,e2e_distance_ratio_mean,e2e_distance_ratio_std,j2e_n,j2e_distance_mean,j2e_distance_std,j2e_eu_distance_mean,j2e_eu_distance_std,j2e_distance_ratio_mean,j2e_distance_ratio_std,j2j_n,j2j_distance_mean,j2j_distance_std,j2j_eu_distance_mean,j2j_eu_distance_std,j2j_distance_ratio_mean,j2j_distance_ratio_std,nodes_n,nodes_max,nodes_mean,nodes_std,medial_axis_mean,medial_axis_std,voronoi_approx_mean,voronoi_approx_std,std_filter_mean,std_filter_std,entropy_filter_mean,entropy_filter_std
NegsiRNA_I1_NO,0.5414006974962022,0.3547685411241319,3,2.8856180831641267,3.2659863237109037,2.8010414124776153,3.1194952329468464,0.9872947990872776,0.022006053501205717,363,20.670426170150282,13.31347423375129,19.378091403829426,11.945211796641471,0.9445340433174052,0.034297704140322835,690,54.35577017892168,38.32732767929193,50.02357138960253,34.281613193924734,0.9323179180400768,0.03667819117925108,1763,5,3.1236528644356207,0.3326134294498469,11.856010748887305,7.517556661171052,12.97037947270665,6.415827927319643,2017.609927394932,1279.7656865450751,4.0983829127094245,0.5388926526805665
NegsiRNA_A2_NO,0.5515365600585938,0.2781389024522569,0,0.0,0.0,0.0,0.0,0.0,0.0,382,18.302873002348285,15.456290442483215,17.178670834301307,14.10165267813998,0.9453909284535204,0.033055323974485185,699,54.12381202704916,41.04892508927807,49.65245196128231,36.875332268124474,0.930089310239984,0.03645644646995961,1808,5,3.1227876106194685,0.33486652872285194,9.486267958259498,6.900912939311088,10.002601317007894,6.73481552445505,1590.529851974305,1000.756689204182,3.9024441688880533,0.5285178430370363
NegsiRNA_A2_NS,0.7104689280192057,0.22551006740993926,4,2.8535533905932735,2.267813351236129,2.8535533905932735,2.267813351236129,1.0,0.0,254,19.397262773937637,21.429159877399517,18.00501517980411,19.504958679252,0.9423157147880066,0.03337024802117863,605,62.64688048904666,40.79931252236574,57.68132061038353,37.14579319418284,0.9286519213783668,0.031754510089160415,1559,5,3.13662604233483,0.3471672711599479,7.6481626947742924,5.710838119603811,7.878460660186251,5.584387928235857,1518.2809515528588,1007.393804240289,3.853664695373758,0.5448645262921733
NegsiRNA_B2_NO,0.537374284532335,0.3297606574164497,0,0.0,0.0,0.0,0.0,0.0,0.0,370,20.52290163362995,11.564343187615291,19.270764895441012,10.713859154450194,0.9433530232924914,0.0309966218146184,650,54.667199133475,40.53594779838158,50.285946700185725,36.541507171924685,0.9316758551458758,0.04182379446757474,1714,5,3.1388564760793467,0.3541322646240978,11.703219417296493,7.285220457345723,13.015358636714884,6.935283995090573,1665.8055586697847,1011.4558563706944,3.925345359707453,0.5474123965857634
NegsiRNA_A2b_NS,0.6727634006076388,0.2414576212565104,1,2.4142135623730954,0.0,2.23606797749979,0.0,0.9262096826685896,0.0,247,16.695096897252604,15.997741932130534,15.560218711716276,14.433171109931052,0.941838438110202,0.05127007486826076,607,65.20343194007617,46.04337450332724,59.84470501083037,41.189161559239544,0.9294285516573784,0.03439413325841239,1521,5,3.138724523339908,0.3568887450104137,7.990400992911211,5.766225529638468,8.194921056202675,5.5211905357995965,1666.0653680684024,1143.5012497802409,3.92038520748684,0.5491677413587321
NegsiRNA_E3_NS,0.7214806874593099,0.21137025621202254,1,1.4142135623730951,0.0,1.4142135623730951,0.0,1.0,0.0,290,16.095343790681195,16.786835929369097,14.948711756744807,15.045861766083286,0.9398421006918101,0.04331851410851613,641,59.20902536312457,43.36568054849339,54.238793818353855,38.876080787610114,0.928800348628771,0.03819171189451465,1641,5,3.1255332114564287,0.3367950881584578,6.90418663522974,3.956948670113364,7.286338167745531,3.7837478148605714,1247.115839751511,834.5509968701894,3.6434994489734858,0.5811483655523483
NegsiRNA_H2_NS,0.6560336218939887,0.2555732727050781,1,1.0,0.0,1.0,0.0,1.0,0.0,334,16.84432616592035,15.520038233984584,15.58248987780731,13.711876395327135,0.940026360966762,0.05233076349528832,725,55.70592441099099,41.081109492447204,50.95947355292408,36.69887966418244,0.9281742406715144,0.0399973937500213,1796,6,3.1275055679287305,0.3417833038731041,7.929701734477473,4.850461502412728,8.461494859830793,4.706352824214712,1488.6710628017208,939.634355457194,3.8401700703806365,0.5319716458167668
NegsiRNA_E1_NS,0.7266608344184028,0.2117190890842014,3,5.552284749830793,6.666480875939581,5.039637824364242,5.779539419266548,0.9612881646811434,0.06705086562649913,394,17.808508983833317,13.62722397153431,16.397681019805994,11.771058785578267,0.933867503833532,0.05340394316424602,585,51.15890293769578,45.361091269719964,46.482678988556,40.844642478028604,0.9238935295758984,0.05342367826076888,1627,5,3.1382913337430853,0.3487482664537862,8.385896200694585,5.493923244198905,9.161227871252516,5.404392194612683,1554.6165903229705,1081.5931781914098,3.805059937333656,0.6201790381518112
NegsiRNA_D3_NS,0.6201674143473307,0.2943127950032552,8,15.130203820042825,20.808841817777427,14.367488546267483,20.254107812571828,0.9576390996992694,0.05972397111952184,366,19.95650655081886,16.960939861544812,18.589566525250522,15.297538499733605,0.9410123579888672,0.04923819862086978,622,56.031512226107026,42.30984741594704,51.35794865489608,37.94205001112967,0.929042657809894,0.03614344594176997,1649,5,3.1412977562158884,0.3552240495945745,10.440571009719244,6.863038286785273,11.308084564364796,6.408126676942523,1843.530403903812,1234.8847518432915,3.9951738167053183,0.561773268198043
NegsiRNA_L1_NO,0.6067759195963541,0.3251520792643229,0,0.0,0.0,0.0,0.0,0.0,0.0,432,17.603535471200058,14.769695021906458,16.42012727307357,13.417374632930956,0.940906905316182,0.04246624613423562,964,49.1759064295981,33.7425197275284,45.241584206573656,30.278643972008492,0.9322234563783496,0.03674400534269782,2405,5,3.1255717255717257,0.3363478417279768,8.490078454712977,4.685908738676886,9.187444562091402,4.324244768840588,1005.3732069129981,608.0401092531649,3.451290576412016,0.558360896985415
NegsiRNA_B3_NO,0.5543628268771701,0.3483161926269531,3,1.4714045207910316,0.5024471159172591,1.4714045207910316,0.5024471159172591,1.0,0.0,379,18.930271927843847,14.39194366540401,17.807376960549323,13.369223224585676,0.9461563025328198,0.029573080028172605,815,52.35968097583755,36.054797944783246,48.32100664802118,32.69299382090992,0.9330842806503059,0.033829043710231675,2016,5,3.1274801587301586,0.3408654944704872,10.564516531340828,6.679725227899477,11.453839630340395,6.264446208993803,1864.6534533757397,1141.9548550454883,4.051953895268353,0.5285776007110894
NegsiRNA_D2_CA,0.6759028964572482,0.2761904398600261,3,21.09475708248729,31.356988082765106,16.970341048590413,24.21799510780756,0.9280008989539232,0.12470610111109058,323,18.218113480763094,15.478552447582345,16.987684014774914,13.947930158396534,0.9433523616456452,0.03606015982221791,702,56.226480624620436,40.2459981610746,51.74709898054357,36.33039753969325,0.931176958486045,0.034808669438423034,1756,5,3.1212984054669706,0.33337803010123096,8.806483522713561,5.593457814501691,9.426278276191256,5.363375944157752,1594.1647822888547,1021.8683233756697,3.899916833198963,0.5452919754480855
NegsiRNA_F2_NO,0.6294638315836588,0.2898012797037761,4,2.0,1.4142135623730951,2.0,1.4142135623730951,1.0,0.0,475,18.055554929152528,14.044887729095109,16.818057057686605,12.588545981437411,0.9421483509921011,0.051521863503045766,751,47.22758038777365,37.43655173732328,43.591167424207285,34.14916227069025,0.9335109892743508,0.03629086137882903,1972,5,3.120182555780933,0.3267306350036027,10.082072682733745,6.899959396491262,11.213700796913152,6.526536943291787,1920.393918207444,1121.2092381721409,4.05087244708198,0.5493521660482337
NegsiRNA_F1_NO,0.590423583984375,0.3267258538140191,1,57.38477631085023,0.0,52.00961449578339,0.0,0.9063312230067798,0.0,329,18.779336300560544,15.09598694666116,17.53859268102069,13.387812405073307,0.944460865297144,0.03869418511183642,824,53.228578723577755,35.77710410252569,49.38268363531153,32.70466571251782,0.9361134837262745,0.030556325327985318,2025,5,3.117037037037037,0.3245222298096134,9.70755148982249,5.6291975272183254,10.394841392314328,5.045955641518616,1571.2673684187967,1039.8729857368621,3.8681964410685783,0.565329406350486
NegsiRNA_I3_NS,0.6800954606797961,0.2609897189670139,1,1.0,0.0,1.0,0.0,1.0,0.0,328,17.454885091436147,16.5977978577646,16.13249808640332,14.588522565040133,0.9416313844297144,0.03942089747802209,630,58.00854348203558,42.3765593623513,53.43469090784605,38.512782850789684,0.9308791080029644,0.035029312640318146,1592,5,3.1212311557788945,0.3321189649335212,8.674296419014473,5.016256210051209,9.348809144080777,4.786740662013584,1073.123545900614,685.6275580388442,3.5000261892128344,0.5768987852969489
NegsiRNA_G1_NO,0.5500282711452908,0.3793084886338976,1,24.071067811865483,0.0,21.18962010041709,0.0,0.8802941467337807,0.0,349,20.850887449091662,15.352750418513171,19.500644064652764,13.734411140044775,0.9421715480993256,0.0469350263705302,820,52.76891967981446,35.162874540815146,48.83758256308418,31.953471421428087,0.935053621423316,0.03355785643703324,2014,5,3.12214498510427,0.32896601097610684,11.350037375502732,6.699855805287897,12.36660960157985,6.2473412267084925,1557.202967314125,1006.746105859288,3.861630053181345,0.5646559651443921
NegsiRNA_A2b_NO,0.6065550910101997,0.2591171264648437,4,3.3106601717798214,1.3291918010197232,2.8495864094170424,0.9164113306921288,0.8952847075210475,0.16396923930967922,406,18.212080069343187,16.28542118867514,16.920036583425105,13.786755776867759,0.943038319805517,0.034442066892796684,663,53.0415083286159,42.67996171240004,48.6596814140238,38.102565340892255,0.9313756634171556,0.035664107877071916,1786,5,3.137737961926092,0.35106338328741715,9.006943941601195,6.356030150357159,9.787824790861807,6.262408398884678,1514.1661021225407,922.9812823268312,3.863517940792783,0.5148938883138611
NegsiRNA_A1b_CA,0.6958024766710069,0.22766664293077254,1,2.8284271247461903,0.0,2.8284271247461903,0.0,1.0,0.0,276,18.773771045124608,17.57062418103181,17.448411373414814,16.05145560103801,0.9390119506856024,0.04135405003908618,571,61.51565044411554,46.730976302974426,56.4056622314762,42.23141705086049,0.9289829213988706,0.037012902888090886,1424,5,3.1228932584269664,0.3325650225508,8.32356665762294,5.376328120906578,8.747601723118425,5.304360235618627,1260.5462380783242,861.4763501816838,3.636327866707537,0.6088153920753281
NegsiRNA_C1_NO,0.5399129655626085,0.3511551751030816,1,52.48528137423856,0.0,50.0,0.0,0.9526480318069056,0.0,308,20.81054171543205,19.682848072292717,19.30419807697192,17.715564053703726,0.9424557520659216,0.03979980266548985,731,57.319935294112774,39.0225830582953,53.013210764952994,35.50786949127848,0.9341610179445452,0.031215634072652883,1781,5,3.1263335204941045,0.3389177195133461,11.15123709549156,8.242567775201444,11.770821590652114,7.754442390084227,2010.335589105986,1288.5052590373814,4.099008241390184,0.5312976863580198
NegsiRNA_C1_CA,0.5765851338704427,0.3134108649359809,1,1.0,0.0,1.0,0.0,1.0,0.0,242,19.792823963070518,17.947524287748646,18.245631079716308,15.652818369721553,0.9374475297193382,0.05289258256895872,740,59.187955928013174,39.84776467147581,54.65985965181346,36.112819826891354,0.9333729041059554,0.03498907913438437,1761,5,3.1334469051675184,0.3466723266084772,9.67886133157729,6.544510999899363,9.975860325515557,6.267203867987902,1788.9078657470661,1171.3368387017367,4.003402208058628,0.5393351084889347
NegsiRNA_C3_CA,0.6456900702582465,0.30087025960286456,7,3.0693259106055097,1.779316098877781,2.8550527187093517,1.524287692319071,0.950295386591126,0.053522306913253895,301,18.495363250104774,15.147644543610774,17.296670843313912,13.713316733192064,0.9429328099273218,0.040591821036623454,688,57.37354231012708,37.43703966691006,53.19532783374189,34.297766644853986,0.934310770757528,0.028645319590330832,1665,5,3.112312312312312,0.3195319377116728,9.709135674733758,5.690134177477457,10.292068541581957,5.1501036247606855,1559.6914490234328,1014.4879800851622,3.8594053513880335,0.5638490337193266
NegsiRNA_B3_NS,0.6595439910888672,0.26263724433051217,3,2.2761423749153966,2.2103434310450782,2.0,1.7320508075688772,0.9428090415820636,0.09905764571342518,259,19.116634345006627,19.888986203382608,17.511060150885697,17.61025455570168,0.932233169354626,0.049974330778890234,730,58.60244184424969,38.53546731596261,53.68156195521165,34.38945050143282,0.927286170716119,0.03810218062127424,1780,5,3.136516853932584,0.3530178119566229,7.785161762092433,4.900138221951302,8.180871503407424,4.811651902325216,1688.1644946627832,1220.3012257942594,3.8936589172672544,0.6004513722294639
NegsiRNA_B1_NS,0.6780938042534722,0.24327723185221356,2,15.121320343559644,2.656854249492379,14.68465843842649,3.274387437903358,0.9670260701434056,0.0466321788079348,299,15.711259811557033,15.433841328540584,14.590271341846973,13.931174260576636,0.9366304248025846,0.06077864751113884,742,56.66291930231789,40.42143183162649,52.28798046289207,36.77839963518724,0.9319126318440892,0.03258073233044819,1875,5,3.1376,0.34756233014141985,7.479341413450367,4.883640895866317,7.8482994350736535,4.677012817684727,1015.2271444271263,719.9410485607264,3.4275109357291087,0.5942276442436024
NegsiRNA_E2_NS,0.6686411963568794,0.2841258578830295,2,48.606601717798206,65.3259018078045,45.347549021135215,60.96884118589983,0.929665878445918,0.0048877989425143145,199,21.51442298629273,17.085643321934562,20.101985392217372,15.471210169332009,0.941089456577927,0.05322916402829974,478,71.50861231287142,47.32990668365785,66.11490259587424,42.98645188537461,0.933280544984636,0.03135702567505588,1200,5,3.1416666666666666,0.3627633143279819,10.883119763178358,6.739083828080977,11.308334013146279,6.006531476088741,1849.61503548657,1257.147405703378,3.98264666588549,0.5745618934509997
NegsiRNA_C3c_NO,0.7067928314208984,0.19381332397460935,2,8.207106781186548,1.7071067811865481,8.027692569068709,1.4533767691270163,0.9809421986309164,0.02695180116517054,300,18.03592731481317,21.575791569411532,16.736729059125043,19.393142378945715,0.9422147544969424,0.03240612941305483,576,59.039543969107186,47.124730551934526,53.72376393712693,42.058625094638906,0.9247075322766674,0.04186891701115269,1486,5,3.1265141318977117,0.3384464379904826,6.8492965030078965,4.38744330485824,7.292917268474097,4.3460433130306715,1057.9744613751927,644.6319898590384,3.5084171386499685,0.5521758465498715
NegsiRNA_I2_NS,0.6367549896240234,0.2461340162489149,3,17.714045207910313,26.35624242499329,16.333333333333332,23.96525262402492,0.9713200950334164,0.04967505255836966,311,17.814058047234738,18.092160921407913,16.379045719117684,16.142458035774133,0.9392934632923876,0.04959231949404677,722,55.62659613110138,43.234213492489175,50.232469402850285,37.47996609427289,0.9235871332849788,0.0526464617610152,1802,5,3.131520532741398,0.34123692361125896,7.914756084739352,5.687489123126133,8.342635410904558,5.7017305929200415,2070.9094096733497,1301.9690294586665,4.140891068417955,0.516526201314813
NegsiRNA_C3b_NO,0.6383855607774522,0.3103938632541233,2,2.0,1.4142135623730951,2.0,1.4142135623730951,1.0,0.0,399,16.780008820641488,11.593472804626765,15.746890671941305,10.434742744110046,0.9453946152809078,0.042390355722853205,843,50.85330717322928,35.20044462767764,46.77387289271912,31.67769803805099,0.9308066737345002,0.03629746715862587,2143,5,3.1311245916938866,0.3457319190334505,8.968683213655437,4.955561510012473,9.92567002419195,4.6379088378510085,1383.4026634164318,773.0720629650857,3.786250813523736,0.5260782205968909
NegsiRNA_A1b_NO,0.7322798834906684,0.2289780510796441,0,0.0,0.0,0.0,0.0,0.0,0.0,427,15.881386276683962,13.234422393645671,14.851549963495872,12.126453187619061,0.9377317424999622,0.06835688189123433,710,50.13514632837161,42.52899104752336,45.896085597599395,38.050341003018296,0.9295642346990444,0.03829097440470728,1925,6,3.1418181818181816,0.3760931332319518,8.124477877625617,5.958939008012644,8.73937740066688,5.9981511680655535,1334.4891460523331,841.5474364781621,3.725312940734716,0.5776051090702442
NegsiRNA_I1_NS,0.6126026577419705,0.2990519205729167,2,1.5,0.7071067811865476,1.5,0.7071067811865476,1.0,0.0,263,18.03231037806337,15.497258448972822,16.80318504776594,13.758298994863155,0.9446397897798304,0.03136547443791215,722,58.38507295192689,36.32674597245882,54.111570977307146,33.10679565557173,0.9352517159436221,0.031999076896834774,1734,5,3.1170703575547867,0.32684108760869984,9.130909420015364,5.313414566091909,9.671312113069833,5.040160739428763,1602.8855366032742,1020.9011135795332,3.897172876472085,0.5537144013323486
NegsiRNA_H1_NO,0.5571816762288412,0.35284720526801217,3,1.8047378541243648,1.3938468501173518,1.7207592200561266,1.248391589160928,0.9754032275561966,0.04260285957487764,374,19.76190407690124,16.0323602769032,18.49424514109689,14.407595271297314,0.9467501084830372,0.03667142847244045,770,52.644139509296686,37.99534622339321,48.46319731450525,34.3555270799744,0.931784948219648,0.034964137022994404,1947,5,3.1268618387262457,0.33741602910925084,11.200559627297,7.069430612755323,12.359494380537017,6.824916537539813,1713.9868868767755,1060.01039396697,3.9924604308830887,0.5116735542398849
