,cell_area_ratio,white_area_ratio,area_mean,area_std,area_median,area_mad,area_entropy,perimeter_mean,perimeter_std,perimeter_median,perimeter_mad,perimeter_entropy,hull_area_mean,hull_area_std,hull_area_median,hull_area_mad,hull_area_entropy,hull_perimeter_mean,hull_perimeter_std,hull_perimeter_median,hull_perimeter_mad,hull_perimeter_entropy,compactness_mean,compactness_std,compactness_median,compactness_mad,compactness_entropy,solidity_mean,solidity_std,solidity_median,solidity_mad,solidity_entropy,convexity_mean,convexity_std,convexity_median,convexity_mad,convexity_entropy,major_axis_length_mean,major_axis_length_std,major_axis_length_median,major_axis_length_mad,major_axis_length_entropy,minor_axis_length_mean,minor_axis_length_std,minor_axis_length_median,minor_axis_length_mad,minor_axis_length_entropy,elongation_mean,elongation_std,elongation_median,elongation_mad,elongation_entropy,fractal_dimension_mean,fractal_dimension_std,fractal_dimension_median,fractal_dimension_mad,fractal_dimension_entropy,entropy_mean,entropy_std,entropy_median,entropy_mad,entropy_entropy,e2e_n,e2e_distance_mean,e2e_distance_std,e2e_distance_median,e2e_distance_mad,e2e_distance_entropy,e2e_eu_distance_mean,e2e_eu_distance_std,e2e_eu_distance_median,e2e_eu_distance_mad,e2e_eu_distance_entropy,e2e_distance_ratio_mean,e2e_distance_ratio_std,e2e_distance_ratio_median,e2e_distance_ratio_mad,e2e_distance_ratio_entropy,j2e_n,j2e_distance_mean,j2e_distance_std,j2e_distance_median,j2e_distance_mad,j2e_distance_entropy,j2e_eu_distance_mean,j2e_eu_distance_std,j2e_eu_distance_median,j2e_eu_distance_mad,j2e_eu_distance_entropy,j2e_distance_ratio_mean,j2e_distance_ratio_std,j2e_distance_ratio_median,j2e_distance_ratio_mad,j2e_distance_ratio_entropy,j2j_n,j2j_distance_mean,j2j_distance_std,j2j_distance_median,j2j_distance_mad,j2j_distance_entropy,j2j_eu_distance_mean,j2j_eu_distance_std,j2j_eu_distance_median,j2j_eu_distance_mad,j2j_eu_distance_entropy,j2j_distance_ratio_mean,j2j_distance_ratio_std,j2j_distance_ratio_median,j2j_distance_ratio_mad,j2j_distance_ratio_entropy,nodes_n,nodes_max,nodes_mean,nodes_std,nodes_median,nodes_mad,nodes_entropy,branch_thickness_medial_axis_mean,branch_thickness_medial_axis_std,branch_thickness_medial_axis_median,branch_thickness_medial_axis_mad,branch_thickness_medial_axis_entropy,branch_thickness_voronoi_mean,branch_thickness_voronoi_std,branch_thickness_voronoi_median,branch_thickness_voronoi_mad,branch_thickness_voronoi_entropy,texture_std_filter_mean,texture_std_filter_std,texture_std_filter_median,texture_std_filter_mad,texture_std_filter_entropy,texture_entropy_filter_mean,texture_entropy_filter_std,texture_entropy_filter_median,texture_entropy_filter_mad,texture_entropy_filter_entropy,global_entropy_discrete,global_entropy_kde,global_coeff_var
CDH2_B1_CA,0.7585991753472222,0.16876263088650173,20606.972972972973,11422.815781407482,21594.0,7088.5,6.20945336562895,616.8383763706362,244.12814269205433,675.2188611626625,132.7401144504547,6.182426338601922,22505.966216216217,12402.52374486716,24462.0,7219.0,6.20945336562895,548.6921818530237,210.87401084839522,599.3122979998589,116.58029848337173,6.20945336562895,0.608826756572611,0.1332208115955638,0.6472976043111152,0.07388526757010377,6.20945336562895,0.9122006520778199,0.0644869492907195,0.9282715668885589,0.027482312015959298,6.20945336562895,0.8991856570827923,0.04464862978593296,0.9039417296767366,0.020238713684355925,6.20945336562895,197.51457317455396,80.9222488990602,201.72898101806638,45.0035400390625,6.182426338601922,132.2230976465586,56.23972321343994,143.15760040283203,34.30811309814453,6.20945336562895,0.6746182717812452,0.2046283000550306,0.6707332201595819,0.15970999328872731,6.20945336562895,1.1487959766538665,0.018378794834396625,1.1464858122166448,0.013543532926250768,6.20945336562895,3.205695797718309,0.4108848796424316,3.3491773442836617,0.18452151981716614,6.20945336562895,2,33.985281374238575,2.8076118445748888,33.985281374238575,1.9852813742385749,1.0,32.347782724271816,0.4918390454242652,32.347782724271816,0.34778272427181633,1.0,0.954476701923823,0.0643796655432827,0.954476701923823,0.04552329807617711,1.0,188,21.770800667575603,27.974444160880694,13.628011178650798,5.821770564190399,7.40424490217503,20.09091727441901,25.325802340401346,12.73664878302853,5.601359266477909,7.40424490217503,0.9394552019111121,0.03507507477523434,0.9382967989737456,0.019163836269373513,7.294968451107565,390,74.97437631484567,59.616611636201306,56.521676831190526,34.608385823187206,8.607330313749614,68.83236167576823,54.4140708138151,52.36889718654788,31.457824687457588,8.597073903493204,0.9266286148256015,0.035230478254809676,0.9268313940458189,0.013945578188177654,8.5775620048408,1035,5,3.1478260869565218,0.35763934643912304,3.0,0.0,0.6103182438343374,7.0004754066467285,4.493707180023193,5.830951690673828,2.2313060760498047,6.093055663139479,7.313546657562256,4.491689682006836,6.0,2.394448757171631,6.095938767302773,1338.0023193359375,897.4680786132812,1099.5242919921875,403.7257080078125,18.585940588275456,3.6993069648742676,0.5821099877357483,3.7035109996795654,0.4056539535522461,12.578378105143122,5.153268655584979,5.169362309153663,0.5535619072077012
KEAP1_E1_NS,0.6498790317111545,0.27650748358832467,12685.229357798165,6705.615239722916,11636.5,4762.5,6.768184324776927,503.10203696390903,180.18324143245243,529.0020879507065,116.16652059555048,6.768184324776927,14326.802752293577,7830.761670068773,13704.5,5872.0,6.768184324776927,442.13546123198415,143.8082368138055,454.6952440738678,88.00761389732361,6.768184324776927,0.6171961295192265,0.13193759287699292,0.6362990789659428,0.09954437857738041,6.768184324776927,0.9022660621595114,0.06997088371475962,0.927950558213716,0.03300489230519943,6.768184324776927,0.891687779535458,0.04872832944347561,0.8985364523806765,0.029490895211107926,6.768184324776927,158.39509521493125,54.66432466132714,162.1360626220703,36.354827880859375,6.768184324776927,108.9884537185004,37.78214102417564,107.48021697998048,27.228080749511705,6.768184324776927,0.7137027304666433,0.1705237155986051,0.717017428200307,0.14499560272514833,6.768184324776927,1.157611505911493,0.08280002912914279,1.1488448399505662,0.00996573978136528,6.768184324776927,3.1169315182414996,0.455316072560002,3.1441190366206504,0.25373914925041596,6.768184324776927,0,,,,,-0.0,,,,,-0.0,,,,,-0.0,248,22.391746467868774,26.124589281026886,13.785956811589344,7.621743249216249,7.805991118845892,20.3371936025905,22.62163113372863,12.884390933439658,7.007349383070473,7.802947217627491,0.9357829148578107,0.05821225049224292,0.9440137982527611,0.02164198363180625,7.55513225026297,565,63.60091404995619,45.139109731270416,51.72939877941614,28.030709419736503,9.14210705730255,57.678585884262056,39.20411160057518,48.004629406386,25.51512568180865,9.13502741128485,0.9236429773739212,0.0446634309519618,0.9278112271956186,0.015128715911283508,9.114656128091351,1439,4,3.136205698401668,0.34300686017131166,3.0,0.0,0.574214961733474,9.483465194702148,5.8884148597717285,8.062257766723633,3.339496612548828,6.843175876822417,10.051191329956055,5.8173675537109375,8.5440034866333,3.497591018676758,6.863924668069402,2076.846923828125,1382.2379150390625,1715.932373046875,689.635498046875,19.28984857528385,4.108060836791992,0.557248592376709,4.147887229919434,0.39479541778564453,11.2801522116278,5.712328185248164,5.725776811269361,0.556981915354737
GNA12_E3_NO,0.7123586866590712,0.21142493353949654,13009.745614035088,8208.501356985664,12466.75,5247.25,6.541492812858831,486.2330795401021,222.22995545609956,517.2655436396599,117.41778367757797,6.541492812858831,14655.894736842105,9588.093665314253,14255.75,5684.5,6.541492812858831,431.7184779800867,190.15163405253787,461.06381237506866,95.4382238984108,6.541492812858831,0.630423609701907,0.1186929594810838,0.6374382997946129,0.08627962043593801,6.541492812858831,0.9089286861460427,0.0633794372559752,0.9203411089081142,0.03402895127566441,6.541492812858831,0.904307305017803,0.047310496274367835,0.9047164537344861,0.024307218084558158,6.541492812858831,152.97435568508348,72.3768171563823,162.47869110107422,36.271141052246094,6.541492812858831,107.30945140855354,47.78636206300515,113.87095642089844,26.43341064453125,6.541492812858831,0.7539227459029683,0.18244288541604936,0.7751070113039653,0.13370581855701297,6.541492812858831,1.2283574938082042,0.24082262454764775,1.1587669092576562,0.01086244883190024,6.541492812858831,2.921178448678974,0.9441670159454797,3.1582161135168074,0.2189085624746765,6.541492812858831,0,,,,,-0.0,,,,,-0.0,,,,,-0.0,230,19.96115504208668,22.852813217737932,12.899494936611667,5.414106110089042,7.630230159621213,18.32111640304068,20.001029854802482,12.12335273871668,4.9509790367472615,7.638925811795127,0.9366146465198019,0.04803909979598857,0.9395932623868066,0.016073575374398186,7.528930767000141,543,65.41348413471937,48.490656710952415,55.22792206135785,32.41436215658952,9.084808387804362,59.457767775245024,43.31734263157408,50.67495820312913,28.31924802031947,9.081125146552058,0.9238350697745606,0.04297877486867754,0.9261918558165543,0.018631642276977,9.05974459319214,1389,6,3.146868250539957,0.3698878830091781,3.0,0.0,0.6197103490496708,7.055110931396484,4.091429710388184,6.0,2.0,6.062388092803383,7.457296848297119,3.9816277027130127,6.324555397033691,2.1607255935668945,6.046629478798313,650.9879760742188,429.0433654785156,534.113037109375,185.6298065185547,18.904753425105813,2.939872980117798,0.5975340008735657,2.9132373332977295,0.42307114601135254,14.160622033410618,3.9974088126653493,3.929328478033632,0.4636869538306864
CDH2_B1_NS,0.6877108679877387,0.21068954467773438,13838.855140186915,9030.281432493899,13484.0,6278.5,6.7227753976161,512.6323193333974,216.78159174880693,537.0853482484818,148.55129659175873,6.7414669864011465,15725.042056074766,10474.565133072982,15035.5,7419.5,6.7414669864011465,446.8265842466711,178.11966272594105,469.7635180950165,104.88633608818054,6.7414669864011465,0.6103884818825532,0.14543325194653556,0.6080420738881781,0.10862742772181633,6.7414669864011465,0.8928521433421345,0.07451967748956925,0.9022978949818762,0.03863277928213138,6.7414669864011465,0.887195758558594,0.053929644829408444,0.8943160252390471,0.03289769646786289,6.7414669864011465,157.84800180319314,65.22434137442438,162.0744171142578,46.07441711425781,6.7414669864011465,112.44409402285781,46.840496040623606,117.05998992919922,28.741104125976562,6.7414669864011465,0.7303034918201532,0.17324856873647204,0.7299595817291578,0.13364303016139456,6.7227753976161,1.1607088397626768,0.08384256307453254,1.1525248406522477,0.012163810286286436,6.7414669864011465,3.1781218843719268,0.48885399959913384,3.2837170799126745,0.20825509548908938,6.7414669864011465,2,21.82842712474619,29.455844122715714,21.82842712474619,20.82842712474619,1.0,21.0,28.284271247461902,21.0,20.0,1.0,0.9805792729135423,0.027465055636814926,0.9805792729135423,0.019420727086457645,1.0,267,18.453192621224304,18.655110447021418,12.601135970133438,6.261160837035327,7.942681793094571,17.107132912216965,16.802494043670556,11.855905701379376,6.019596936415,7.908055903589563,0.9395701559561863,0.04930001163631717,0.9417839645316544,0.017090092288062908,7.763003259570085,567,61.30142907571451,46.94352188155563,48.90551729391325,27.606676014906355,9.136622914360215,55.568227155203054,41.41183487259109,45.40512085657299,25.033238721145736,9.128236869382855,0.9233152955350468,0.044222833272043745,0.9279908233285994,0.018828264753176116,9.126040903778204,1466,5,3.139154160982265,0.34807260297789155,3.0,0.0,0.5864335898667306,7.651564598083496,5.834170818328857,5.830951690673828,2.7130517959594727,6.349938391610083,7.82586145401001,5.727313041687012,6.0,2.8377223014831543,6.334744609866088,1306.947998046875,961.5994873046875,1048.5849609375,388.80352783203125,18.901581968422857,3.6886250972747803,0.5765475034713745,3.685539960861206,0.41527581214904785,12.576485219729248,5.134299297471036,5.146353100157185,0.48977386036498266
NegsiRNA_I1_NO,0.5414006974962022,0.3547685411241319,11108.563559322034,6947.097773653031,9975.5,3411.25,6.882643049361842,473.07462166426546,168.86937415130026,463.4751765727997,86.84924215078354,6.882643049361842,12602.368644067798,7969.806833235914,11150.25,3775.5,6.86569389681947,414.38303883196943,139.31817565309942,411.1416617035866,70.13290667533875,6.882643049361842,0.5769484721516118,0.11894502120143907,0.581161058086197,0.07189807315708979,6.882643049361842,0.8813620841323199,0.08757184420213387,0.9018516171561322,0.03516418248981468,6.865693896819469,0.886020475158599,0.04196750089065648,0.888857521346619,0.024954134805223405,6.865693896819469,150.77096055523825,53.29014282963776,150.30686950683594,31.986488342285178,6.882643049361842,99.79411348043863,37.25242176195518,96.33026885986328,20.586620330810547,6.86569389681947,0.6829267753682207,0.18530180041467975,0.6876542496047018,0.16618163817782933,6.8423473925638465,1.154504372374198,0.08083347233054136,1.1472020374584537,0.012466459013723785,6.882643049361842,3.028364754415515,0.5154656586922651,3.0904008864360843,0.1757152441519585,6.86569389681947,3,2.8856180831641267,3.265986323710904,1.0,0.0,0.9182958340544896,2.801041412477616,3.1194952329468464,1.0,0.0,0.9182958340544896,0.9872947990872776,0.022006053501205713,1.0,0.0,0.9182958340544896,363,20.670426170150282,13.31347423375129,18.55634918610405,5.712572528851327,8.35911685366247,19.378091403829426,11.94521179664147,17.49920633120891,5.433061085880169,8.34050834814687,0.9445340433174052,0.034297704140322835,0.947115114205581,0.018243380108565632,8.32948906440031,690,54.35577017892168,38.32732767929193,45.69733450933563,23.954345213667988,9.427554000940892,50.02357138960251,34.281613193924734,43.1896229433263,22.156421824710748,9.427554000940892,0.9323179180400767,0.03667819117925108,0.9322225763750025,0.018221294903203566,9.405076066152013,1763,5,3.123652864435621,0.33261342944984695,3.0,0.0,0.5458489437265891,11.856010437011719,7.517556667327881,10.630146026611328,3.9219422340393066,7.367184738389395,12.970377922058105,6.415827751159668,11.661903381347656,3.6619033813476562,7.34157630794544,2017.60986328125,1279.7657470703125,1668.03564453125,653.03955078125,19.641377403865768,4.098382472991943,0.5388926863670349,4.123003959655762,0.3922305107116699,11.291086961328254,5.723215214388414,5.735133277926667,0.5420673613447312
P2RX4_E2_NO,0.6496011945936415,0.27293353610568577,15475.833333333334,8746.249898048674,13856.75,4966.5,6.39231742277876,535.8319456605684,163.76525678755957,535.0350956320763,89.35533845424652,6.39231742277876,16945.690476190477,9670.624823107646,15968.5,5486.5,6.39231742277876,477.4915752595379,139.95187053813794,480.0661007165909,79.55770409107208,6.39231742277876,0.63298663671444,0.093988418030566,0.6401581039514523,0.0704527438120543,6.39231742277876,0.915920199728521,0.044487911637309384,0.9263930241898217,0.025294259918516526,6.39231742277876,0.8952701698328489,0.03670696813093406,0.9006087859296542,0.02106131473458739,6.39231742277876,166.9096157437279,49.16571290127523,164.5528106689453,31.35206604003905,6.39231742277876,121.2787052790324,40.73397145553725,122.11614227294922,24.932159423828125,6.39231742277876,0.7340047238182654,0.16918364178386233,0.7643583709049733,0.1402011087726584,6.39231742277876,1.1528665561864924,0.015893704052641313,1.1541239984594083,0.010022879742780155,6.39231742277876,3.184719022210986,0.32619490763938913,3.2243340522597626,0.18107814704174974,6.39231742277876,0,,,,,-0.0,,,,,-0.0,,,,,-0.0,241,24.65768760798239,27.45844807961788,16.75,6.2376210649877315,7.831935912975496,22.822258147155605,24.523472566144726,15.652475842498529,5.962847939999435,7.823637157788772,0.9412861033944318,0.03482841741948429,0.9403964874565118,0.016737931473671086,7.630838844731884,478,65.58226273012805,47.831986927466914,54.44087790532165,30.41333650180485,8.89249860714393,60.355196346649855,43.4161183015282,50.17403446231721,27.846144036207278,8.88831450672552,0.9309316751924797,0.03278477444253221,0.9296941429096397,0.016648183802427108,8.864235479519813,1225,4,3.123265306122449,0.32874149483901166,3.0,0.0,0.5386746165883656,10.192526817321777,5.485305309295654,9.0,3.0830459594726562,6.957439558172258,11.140158653259277,5.203181266784668,9.899495124816895,2.8994951248168945,6.981192188004365,1767.3267822265625,1047.714599609375,1517.1751708984375,574.7437744140625,19.270006852303176,3.976243257522583,0.5432187914848328,4.007467269897461,0.3873562812805176,11.695750876165045,5.383778919410813,5.3970342297591625,0.5381178343914522
GNA12_E3_CA,0.6637323167588975,0.25570382012261283,12289.418181818182,6435.205145439154,11984.75,4038.25,6.744996077161023,472.86154231808405,157.4967362022355,482.3868639469147,95.91168737411499,6.763177895342841,13487.622727272726,7259.278011837572,13080.75,4566.75,6.763177895342841,423.7144716967236,135.24244280180665,434.1952967643738,81.58151054382324,6.763177895342841,0.6511827034183797,0.09367938964286171,0.662470077088749,0.07133014631062545,6.763177895342841,0.9214367473097782,0.04637538240799551,0.9358558125258007,0.02435682020264396,6.738133463504992,0.9042442069521296,0.0377400227578931,0.9086052665025087,0.021969535786383776,6.738133463504992,149.5588154294274,49.297028203623974,148.20484161376953,28.517776489257812,6.763177895342841,107.39184880039909,36.84210860357779,110.46549224853516,20.131195068359375,6.763177895342841,0.7366919157891235,0.15291605034830658,0.7363716691798958,0.11223734436010646,6.708632440797387,1.1577714064855953,0.08264888617330646,1.1498844278926796,0.010274678936164294,6.78135971352466,3.0916398264635956,0.47278206060404315,3.152299278493058,0.2244000587192101,6.763177895342841,2,1.4142135623730951,0.0,1.4142135623730951,0.0,-0.0,1.4142135623730951,0.0,1.4142135623730951,0.0,-0.0,1.0,0.0,1.0,0.0,-0.0,237,21.13083142301967,22.903835720524977,14.448083244795694,5.238814746711041,7.795916244678848,19.56910737834497,20.236456930784037,13.924399049470315,5.117441572566047,7.770599788982647,0.9435842134272131,0.031804891436312537,0.9441025241719756,0.015882702120523895,7.715664978819549,558,63.004527707886034,42.57362730867855,53.3934023212011,27.977393722916872,9.120537082438506,58.01692323740376,38.451042297769334,49.7873596881428,26.08313518890298,9.113368623657145,0.9298447284356496,0.032966172801551785,0.9305902072832113,0.01518371227244264,9.11201577867119,1388,4,3.117435158501441,0.32193810282286,3.0,0.0,0.5219430912995625,8.917919158935547,5.394520282745361,7.8102498054504395,2.8102498054504395,6.656247924128438,9.456783294677734,5.033714294433594,8.062257766723633,2.708071708679199,6.632998408436766,1366.03369140625,851.5714721679688,1134.1346435546875,429.7603759765625,19.177334529267956,3.7453243732452393,0.5620356202125549,3.749401807785034,0.4084899425506592,12.4121089188944,5.075053680142413,5.086724496283553,0.506007732671915
NegsiRNA_A2_NO,0.5515365600585938,0.2781389024522569,12398.008771929824,7183.977276465449,11314.25,4853.5,6.8328900141647395,504.84396393257276,183.06807933548535,482.27416610717773,133.61879414319992,6.815346154515616,13991.666666666666,8173.3559678559295,12078.0,5524.75,6.8328900141647395,439.69238702142445,148.29566490186733,420.7465418577194,102.61185240745544,6.8328900141647395,0.5908552053096934,0.13405335778103172,0.5916560191575073,0.09379734140550997,6.8328900141647395,0.8946550801879427,0.0663001935087125,0.9108715810863115,0.03887975828696344,6.8328900141647395,0.8820239872237966,0.05281815478534783,0.8885451869382236,0.03943084434745542,6.8328900141647395,160.30802918317025,60.080563438601864,153.08743286132812,39.888580322265625,6.815346154515616,105.15226727201228,35.39170322043784,103.89555740356445,23.761253356933587,6.8328900141647395,0.68956712507905,0.17307753721645283,0.7234173091259077,0.13362892800576848,6.8328900141647395,1.1485028852084063,0.017281216901259663,1.1458233532769306,0.012132606155854209,6.8328900141647395,3.192780533502518,0.31120513208107453,3.2116347327661643,0.16498487025736908,6.8328900141647395,0,,,,,-0.0,,,,,-0.0,,,,,-0.0,382,18.302873002348285,15.456290442483219,14.899494936611667,4.959743882793356,8.384994862055834,17.178670834301307,14.10165267813998,13.864422895390298,4.76671411595731,8.390230464150076,0.9453909284535204,0.03305532397448519,0.9461626947620366,0.01995301209344691,8.339573844166644,699,54.12381202704916,41.048925089278065,43.38428112758502,22.62305514357851,9.443426184717353,49.65245196128231,36.87533226812448,40.10126071722822,20.630128238607465,9.43770372405927,0.930089310239984,0.03645644646995961,0.9306775153372467,0.016641065246794096,9.405472930049282,1808,5,3.122787610619469,0.33486652872285194,3.0,0.0,0.5469358734423577,9.48626708984375,6.900913238525391,7.8102498054504395,3.5676093101501465,6.906147543895978,10.002601623535156,6.73481559753418,8.062257766723633,3.062257766723633,6.926015112989204,1590.52978515625,1000.7567138671875,1320.285400390625,468.38861083984375,19.29556419432718,3.90244460105896,0.5285178422927856,3.904700756072998,0.37445950508117676,11.889749778028404,5.413039946271202,5.424698957505574,0.5297731017609976
NegsiRNA_A2_NS,0.7104689280192057,0.22551006740993923,11384.07421875,6816.556700298562,10969.25,4702.25,6.9375,450.5001544607803,187.48945890370783,479.34523379802704,114.01219260692599,6.9375,12557.68359375,7641.912892011973,12187.75,5063.25,6.9375,402.65366672724485,153.94796527337633,429.325980424881,88.74429297447202,6.9375,0.6482948274042168,0.12866884848174612,0.6581345222825876,0.08746507955792499,6.9375,0.9150368615633973,0.06720920310209398,0.9298203742131955,0.03160262156610161,6.909299683793463,0.9083171858436438,0.048361574710291635,0.9132698460587637,0.020555245399828337,6.909299683793463,141.90946120768785,55.02537358632173,149.71227264404297,33.30390167236328,6.921875,102.31551294773817,42.888594062557395,103.78529357910156,26.247974395751953,6.9375,0.7363558320538056,0.1711712151991737,0.7448450890193445,0.11787271740457672,6.909299683793463,1.1767512336332036,0.14922345554687214,1.1515914789163095,0.010306990604697086,6.9375,3.015721498982253,0.6416218820650961,3.098735169271977,0.19353750268267378,6.9375,4,2.853553390593274,2.267813351236129,2.2071067811865475,1.0,2.0,2.853553390593274,2.267813351236129,2.2071067811865475,1.0,2.0,1.0,0.0,1.0,0.0,-0.0,254,19.39726277393763,21.429159877399517,12.515349532506532,5.38403277445939,7.833134391479541,18.005015179804115,19.504958679252002,11.710037212289802,5.061402192105222,7.820358358023491,0.9423157147880066,0.03337024802117864,0.9417839645316542,0.017311219057720484,7.736562245759144,605,62.64688048904666,40.79931252236574,55.42241868656701,29.194645219425734,9.232932013976564,57.68132061038353,37.14579319418284,51.35172830587104,26.999333517750166,9.232932013976564,0.9286519213783667,0.031754510089160415,0.9295795521141146,0.015611944036740266,9.219708873480696,1559,5,3.13662604233483,0.3471672711599479,3.0,0.0,0.5823761532763287,7.648163318634033,5.710838317871094,6.0,2.602325439453125,6.349722606994774,7.87846040725708,5.58438777923584,6.082762718200684,2.4772114753723145,6.345203172283025,1518.281005859375,1007.393798828125,1240.2125244140625,452.58984375,18.999073709275855,3.8536641597747803,0.5448645353317261,3.85677170753479,0.3851175308227539,12.037193339896042,5.330096368196538,5.342982050932958,0.5291344692687392
GNB2L1_E2_NO,0.6368836296929253,0.2968728807237413,13322.84693877551,7370.491541543183,12665.75,4462.25,6.533077191053987,507.4029389133259,194.7219559108029,535.052340567112,110.29646337032318,6.533077191053987,14889.030612244898,8275.886423328726,14326.75,5545.25,6.5126690277886805,446.7607293141132,162.60163457452603,477.27482479810715,91.0367768406868,6.533077191053987,0.5973354746592424,0.12984549582200672,0.610857985368961,0.08644990098022454,6.533077191053987,0.9036710084681486,0.06529111144558843,0.9219072476931083,0.032718931313101995,6.496244124988305,0.895183017140897,0.049880507727123644,0.8988867823146097,0.02616869478791506,6.496244124988305,163.53867315272896,61.04266815769795,177.83423614501953,32.59453582763672,6.533077191053987,105.60758962923167,42.30751948257563,107.38315963745117,22.886154174804688,6.5126690277886805,0.6723534008394406,0.185327312337238,0.6565142949638083,0.12600137940544187,6.496244124988305,1.1828282850744714,0.17019856228241642,1.1482933683420247,0.01262596955703954,6.533077191053987,2.990462921859171,0.7046210929502581,3.1065665516477203,0.19997682903425518,6.533077191053987,2,54.8492424049175,4.5563491861040575,54.8492424049175,3.2218254069479855,1.0,49.919070930692016,8.612358262002228,49.919070930692016,6.089856929069764,1.0,0.9067208332663357,0.0816970542317613,0.9067208332663357,0.05776854105024354,1.0,272,22.383163621116346,23.835700025502852,15.956685895029526,6.775231276141241,7.996452225433563,20.568054669825923,20.342195217587285,15.035374953754896,6.314522197347055,7.96426513902855,0.9406142018156414,0.037845173558860114,0.9433375657434947,0.018173672621066783,7.790181209492996,530,62.86442149912392,45.44689657464095,53.32345934133935,28.94624312588951,9.0460749645449,57.66036137188193,40.89399270052244,49.73820672569904,26.184587354701385,9.04230137963924,0.9289953648671766,0.0373696814082722,0.9296474988462275,0.018345056204302934,9.030980624922258,1362,5,3.1255506607929515,0.3379245162917558,3.0,0.0,0.5548494053080327,10.829597473144531,6.333133220672607,9.433980941772461,3.603029251098633,7.16686952250992,11.689953804016113,6.070070266723633,10.049875259399414,3.6467509269714355,7.184824184862692,2026.7012939453125,1280.087158203125,1708.947998046875,697.222412109375,19.390542210597168,4.075469970703125,0.571994960308075,4.119113445281982,0.406125545501709,11.434543317836502,5.6037116979990715,5.619552583658181,0.5957750895008858
NegsiRNA_B2_NO,0.537374284532335,0.32976065741644967,12790.009803921568,7586.36798232654,12543.25,4282.25,6.652817498834242,507.8129188149583,196.15367161329124,523.5081842541695,101.7192993760109,6.633209655696987,14435.35294117647,8893.98774998996,14033.25,4360.75,6.652817498834242,436.7399128359907,153.05658464950506,457.6542719602585,72.29728519916534,6.652817498834242,0.5991105895078777,0.126852266267114,0.5979374454040043,0.09728249694373986,6.652817498834242,0.9019917242069583,0.05760130410429426,0.9103658951709834,0.030223006296946575,6.652817498834242,0.8763816123840067,0.05743041319975344,0.8915961774701109,0.03788535278096272,6.652817498834242,154.28450708295784,55.795526032456515,162.14190673828125,25.675880432128906,6.652817498834242,109.92271521044712,41.313847714104696,110.2586898803711,25.569488525390625,6.652817498834242,0.7344698742457253,0.16592807624596048,0.7504959660376218,0.1163155226507151,6.652817498834242,1.1722316826294437,0.11863213439210864,1.1568413576889394,0.012516342145231452,6.652817498834242,3.164560573031501,0.5747807322171571,3.218088854448573,0.24923420794747675,6.652817498834242,0,,,,,-0.0,,,,,-0.0,,,,,-0.0,370,20.52290163362995,11.564343187615293,17.674584053904674,6.591881072537074,8.37859950102177,19.270764895441012,10.713859154450196,17.003247568461113,6.057363886101071,8.349532237502409,0.9433530232924912,0.0309966218146184,0.9438436141096636,0.01804078315216906,8.354937642907814,650,54.667199133475,40.53594779838158,45.65709540575668,24.571067811865497,9.338142061761967,50.285946700185725,36.541507171924685,42.214852242581685,22.432934320704035,9.328911292531199,0.9316758551458758,0.04182379446757474,0.9313539490277851,0.016160069609456262,9.293189321840623,1714,5,3.1388564760793467,0.3541322646240978,3.0,0.0,0.5938353561563846,11.703219413757324,7.285220146179199,10.198039054870605,4.1980390548706055,7.401977075296497,13.015357971191406,6.93528413772583,11.401754379272461,3.8625831604003906,7.48699916015094,1665.8056640625,1011.4559326171875,1422.682861328125,514.4667358398438,19.53626298651926,3.9253451824188232,0.5474123954772949,3.953810214996338,0.38071489334106445,11.875412935513484,5.406311316182093,5.419345941325471,0.5422255908344985
