,cell_area_ratio,white_area_ratio,e2e_n,e2e_distance_mean,e2e_distance_std,e2e_eu_distance_mean,e2e_eu_distance_std,e2e_distance_ratio_mean,e2e_distance_ratio_std,j2e_n,j2e_distance_mean,j2e_distance_std,j2e_eu_distance_mean,j2e_eu_distance_std,j2e_distance_ratio_mean,j2e_distance_ratio_std,j2j_n,j2j_distance_mean,j2j_distance_std,j2j_eu_distance_mean,j2j_eu_distance_std,j2j_distance_ratio_mean,j2j_distance_ratio_std,nodes_n,nodes_max,nodes_mean,nodes_std,branch_thickness_medial_axis_mean,branch_thickness_medial_axis_std,branch_thickness_voronoi_mean,branch_thickness_voronoi_std,texture_std_filter_mean,texture_std_filter_std,texture_entropy_filter_mean,texture_entropy_filter_std
NegsiRNA_C2_NS,0.6149455176459419,0.30711407131618923,11,2.02851895445316,1.0110143787259116,2.0020545965663024,0.9439041962002894,0.9940047400260739,0.01988402785414916,428,17.64015366268657,14.828168836198401,16.359090017263167,13.082303456180327,0.939627195213039,0.03744295528813988,840,49.28771058978157,37.211669668921324,45.235530285702595,33.52456647893933,0.9304611221728664,0.03794397799903031,2176,5,3.140625,0.3567680379524093,9.230999946594238,5.918440818786621,10.090567588806152,5.8005571365356445,1100.2132568359375,714.3056030273438,3.5408713817596436,0.5595428347587585
P2RX4_E1_NO,0.6278919643825955,0.25702540079752606,3,13.714045207910319,13.411287267058302,11.68810337477918,10.515814721205075,0.9214092531551573,0.11114685244898219,330,20.88068059364566,23.03346375552287,19.37308879299769,20.685553687293986,0.9426549154067357,0.03319553877658275,620,55.59058569564574,44.956852246782205,50.358486911587654,39.83275720988617,0.9247014732459444,0.04840890382086003,1559,5,3.121231558691469,0.32835551085013415,8.903299331665039,5.4465718269348145,9.59918212890625,5.287069320678711,2116.993896484375,1285.3043212890625,4.097485542297363,0.5880803465843201
CGLN1_C2_NO,0.6077772776285807,0.2695126003689236,1,44.55634918610404,,36.61966684720111,,0.8218731452670683,,320,18.04138601898963,17.79002071550889,16.723348869951472,15.66354178483707,0.9371692037820207,0.059275185913439804,699,56.66761337920202,40.89196267506233,51.709213690693836,36.124173735010764,0.9264808629458593,0.042216914268728055,1765,5,3.1325779036827197,0.3506180464112762,8.496652603149414,5.6762847900390625,9.035859107971191,5.5232930183410645,1183.5235595703125,731.5709228515625,3.632699728012085,0.5360289216041565
AKAP5_B2_CA,0.5944334665934244,0.31766721937391496,2,12.035533905932738,5.363961030678931,11.374259528142732,5.315302472381842,0.9399984161341671,0.022698419652458394,248,21.05985528764377,13.984805750921524,19.60203766393196,12.49171812762086,0.9399803449239044,0.04197479687432569,560,64.19074971793607,44.70992904041247,58.97300868945627,40.259713421907136,0.930517120631155,0.03532592488953863,1405,5,3.1281138790035588,0.33844894459753927,11.509620666503906,6.81874418258667,12.205214500427246,6.402446746826172,2052.809326171875,1328.973876953125,4.10188102722168,0.55852210521698
NegsiRNA_F2_NS,0.620807859632704,0.3069928487141927,2,25.642135623730944,32.84924240491749,22.518968547782592,28.68435307075892,0.9010199077935377,0.03562372126142338,402,20.092248722978535,16.90157058968477,18.795275895723066,15.354676593832504,0.9443292383227503,0.03398730221172392,643,53.11917449971024,38.67317101737118,49.00733541356432,35.07437184685106,0.9326722630557805,0.03490081743622336,1699,5,3.1288993525603295,0.34375881756728893,10.968947410583496,7.238300800323486,12.19747543334961,7.126601219177246,1521.4759521484375,1016.0347290039062,3.8184304237365723,0.5759953856468201
CDH2_B1_CA,0.7585991753472222,0.16876263088650173,2,33.985281374238575,2.8076118445748888,32.347782724271816,0.4918390454242652,0.954476701923823,0.0643796655432827,188,21.770800667575603,27.974444160880694,20.09091727441901,25.325802340401346,0.9394552019111119,0.03507507477523434,390,74.97437631484567,59.616611636201306,68.83236167576823,54.4140708138151,0.9266286148256015,0.035230478254809676,1035,5,3.1478260869565218,0.35763934643912304,7.0004754066467285,4.493707180023193,7.313546657562256,4.491689682006836,1338.0023193359375,897.4680786132812,3.6993069648742676,0.5821099877357483
KEAP1_E1_NS,0.6498790317111545,0.27650748358832467,0,,,,,,,248,22.391746467868774,26.124589281026882,20.3371936025905,22.62163113372863,0.9357829148578107,0.05821225049224292,565,63.60091404995618,45.139109731270416,57.678585884262056,39.20411160057518,0.9236429773739212,0.04466343095196179,1439,4,3.136205698401668,0.34300686017131166,9.483465194702148,5.8884148597717285,10.051191329956055,5.8173675537109375,2076.846923828125,1382.2379150390625,4.108060836791992,0.557248592376709
GNA12_E3_NO,0.7123586866590712,0.21142493353949654,0,,,,,,,230,19.96115504208668,22.852813217737932,18.32111640304068,20.001029854802486,0.9366146465198019,0.048039099795988575,543,65.41348413471937,48.490656710952415,59.457767775245024,43.31734263157408,0.9238350697745605,0.04297877486867754,1389,6,3.146868250539957,0.3698878830091781,7.055110931396484,4.091429710388184,7.457296848297119,3.9816277027130127,650.9879760742188,429.0433654785156,2.939872980117798,0.5975340008735657
CDH2_B1_NS,0.6877108679877387,0.21068954467773438,2,21.82842712474619,29.455844122715714,21.0,28.284271247461902,0.9805792729135423,0.027465055636814926,267,18.453192621224304,18.655110447021418,17.107132912216965,16.802494043670556,0.9395701559561861,0.04930001163631717,567,61.30142907571451,46.94352188155563,55.568227155203054,41.4118348725911,0.9233152955350468,0.04422283327204375,1466,5,3.139154160982265,0.34807260297789155,7.651564598083496,5.834170818328857,7.82586145401001,5.727313041687012,1306.947998046875,961.5994873046875,3.6886250972747803,0.5765475034713745
NegsiRNA_I1_NO,0.5414006974962022,0.3547685411241319,3,2.8856180831641267,3.265986323710904,2.801041412477616,3.1194952329468464,0.9872947990872776,0.022006053501205713,363,20.670426170150282,13.313474233751288,19.378091403829423,11.94521179664147,0.944534043317405,0.034297704140322835,690,54.35577017892168,38.32732767929193,50.023571389602516,34.281613193924734,0.9323179180400767,0.03667819117925107,1763,5,3.123652864435621,0.33261342944984695,11.856010437011719,7.517556667327881,12.970377922058105,6.415827751159668,2017.60986328125,1279.7657470703125,4.098382472991943,0.5388926863670349
P2RX4_E2_NO,0.6496011945936415,0.27293353610568577,0,,,,,,,241,24.65768760798239,27.45844807961788,22.822258147155605,24.523472566144726,0.9412861033944318,0.03482841741948429,478,65.58226273012805,47.831986927466914,60.355196346649855,43.4161183015282,0.9309316751924797,0.032784774442532215,1225,4,3.123265306122449,0.32874149483901166,10.192526817321777,5.485305309295654,11.140158653259277,5.203181266784668,1767.3267822265625,1047.714599609375,3.976243257522583,0.5432187914848328
GNA12_E3_CA,0.6637323167588975,0.25570382012261283,2,1.4142135623730951,0.0,1.4142135623730951,0.0,1.0,0.0,237,21.13083142301967,22.903835720524977,19.56910737834497,20.236456930784037,0.943584213427213,0.03180489143631254,558,63.004527707886034,42.573627308678546,58.01692323740376,38.451042297769334,0.9298447284356496,0.03296617280155178,1388,4,3.117435158501441,0.32193810282286,8.917919158935547,5.394520282745361,9.456783294677734,5.033714294433594,1366.03369140625,851.5714721679688,3.7453243732452393,0.5620356202125549
NegsiRNA_A2_NO,0.5515365600585938,0.2781389024522569,0,,,,,,,382,18.302873002348285,15.456290442483219,17.17867083430131,14.10165267813998,0.9453909284535204,0.03305532397448519,699,54.12381202704916,41.048925089278065,49.65245196128231,36.87533226812448,0.930089310239984,0.03645644646995961,1808,5,3.122787610619469,0.33486652872285194,9.48626708984375,6.900913238525391,10.002601623535156,6.73481559753418,1590.52978515625,1000.7567138671875,3.90244460105896,0.5285178422927856
NegsiRNA_A2_NS,0.7104689280192057,0.22551006740993923,4,2.853553390593274,2.267813351236129,2.853553390593274,2.267813351236129,1.0,0.0,254,19.39726277393763,21.429159877399517,18.005015179804115,19.504958679252006,0.9423157147880066,0.03337024802117865,605,62.64688048904666,40.79931252236573,57.68132061038353,37.14579319418284,0.9286519213783667,0.031754510089160415,1559,5,3.13662604233483,0.3471672711599479,7.648163318634033,5.710838317871094,7.87846040725708,5.58438777923584,1518.281005859375,1007.393798828125,3.8536641597747803,0.5448645353317261
GNB2L1_E2_NO,0.6368836296929253,0.2968728807237413,2,54.84924240491749,4.5563491861040575,49.919070930692016,8.612358262002228,0.9067208332663358,0.0816970542317613,272,22.383163621116346,23.835700025502852,20.568054669825923,20.342195217587285,0.9406142018156414,0.03784517355886013,530,62.86442149912392,45.44689657464095,57.66036137188194,40.89399270052244,0.9289953648671766,0.0373696814082722,1362,5,3.1255506607929515,0.3379245162917558,10.829597473144531,6.333133220672607,11.689953804016113,6.070070266723633,2026.7012939453125,1280.087158203125,4.075469970703125,0.571994960308075
NegsiRNA_B2_NO,0.537374284532335,0.32976065741644967,0,,,,,,,370,20.52290163362995,11.564343187615293,19.270764895441012,10.713859154450196,0.9433530232924914,0.030996621814618402,650,54.667199133475,40.53594779838158,50.285946700185725,36.541507171924685,0.9316758551458758,0.04182379446757475,1714,5,3.1388564760793467,0.3541322646240978,11.703219413757324,7.285220146179199,13.015357971191406,6.93528413772583,1665.8056640625,1011.4559326171875,3.9253451824188232,0.5474123954772949
NegsiRNA_A2b_NS,0.6727634006076388,0.2414576212565104,1,2.4142135623730954,,2.23606797749979,,0.9262096826685896,,247,16.695096897252604,15.997741932130534,15.560218711716274,14.43317110993105,0.941838438110202,0.05127007486826076,607,65.20343194007617,46.043374503327236,59.844705010830374,41.18916155923955,0.9294285516573783,0.034394133258412396,1521,5,3.138724523339908,0.3568887450104137,7.9903998374938965,5.766225337982178,8.194920539855957,5.521190643310547,1666.065673828125,1143.501220703125,3.920384168624878,0.5491677522659302
CAMSAP3-2310057J16RIK_E3_NS,0.6867054833306206,0.23691940307617188,0,,,,,,,198,18.543038791917912,19.863713982814513,17.19795835296358,17.815406250541823,0.9374234347626625,0.06704433351827338,638,65.03828369131348,39.67414364264437,59.96830582066851,36.24740836357873,0.9297844793401788,0.03154810263168768,1527,6,3.1322855271774723,0.35207154150915926,7.432003021240234,4.784973621368408,7.6570940017700195,4.647867679595947,1145.2540283203125,806.3961791992188,3.550969362258911,0.598207950592041
P2RX4_E2_NS,0.6496554480658637,0.27775319417317706,1,61.94112549695426,,52.038447325030745,,0.8401275712626429,,185,24.488390607383494,26.19291834495641,22.723474769747405,22.907241654192394,0.9473359041993739,0.03707904886804999,475,70.5416351034562,46.04268184001479,65.3369334795899,42.187465674195984,0.9328484968930163,0.028372018258689836,1138,5,3.1291739894551847,0.3380022768380483,10.320433616638184,5.8999481201171875,10.964178085327148,5.605423927307129,2071.964599609375,1462.4833984375,4.081212520599365,0.5500777363777161
FHOD1_D1_NO,0.6432929568820529,0.28961435953776044,1,25.0,,25.0,,1.0,,283,20.5711096333282,21.82506326144968,18.839301068488542,19.015449641022403,0.9351812589283695,0.050423596041374204,702,59.31851137556762,42.73652118339454,54.34321919027304,38.360792233870576,0.9290398538374735,0.03682189690119355,1705,5,3.126099706744868,0.3372204505769246,8.647443771362305,5.191242694854736,9.206782341003418,4.9709625244140625,933.2588500976562,545.2836303710938,3.3735320568084717,0.5563737750053406
GNB2L1_E1_NO,0.7163573371039497,0.19198989868164062,1,3.4142135623730954,,3.1622776601683795,,0.9262096826685896,,267,18.95051449214964,25.873077285693522,17.500223302273625,23.07804470231724,0.9399358668032549,0.055926029160857406,441,63.23743380425294,56.22720556364012,57.20455702489818,49.857074043026515,0.9238531736243434,0.04647779752766376,1188,5,3.1237373737373737,0.33435525933496935,8.273911476135254,5.615564346313477,8.74070930480957,5.42563009262085,2040.5150146484375,1215.849853515625,4.032005310058594,0.6263806819915771
NegsiRNA_E3_NS,0.7214806874593099,0.21137025621202257,1,1.4142135623730951,,1.4142135623730951,,1.0,,290,16.095343790681195,16.786835929369097,14.948711756744807,15.045861766083284,0.93984210069181,0.04331851410851614,641,59.20902536312457,43.36568054849338,54.23879381835386,38.87608078761011,0.928800348628771,0.03819171189451466,1641,5,3.125533211456429,0.3367950881584578,6.904186725616455,3.95694899559021,7.2863383293151855,3.783747673034668,1247.1162109375,834.5510864257812,3.6434988975524902,0.5811483263969421
FBLMI1_C3_NO,0.5999134911431206,0.3081465827094184,1,2.4142135623730954,,2.23606797749979,,0.9262096826685896,,384,18.039413166451336,15.610586153534575,16.808002248353276,14.065556000116331,0.9417423657123664,0.03715948799128804,738,52.46163151673471,36.6846175337514,48.00946249131861,32.783968248435144,0.9273823936965356,0.039040188943698324,1870,6,3.128342245989305,0.3423713005884303,9.699172973632812,5.670077323913574,10.568770408630371,5.397878646850586,1446.8763427734375,869.6884765625,3.809741258621216,0.5489652752876282
PALLD_F3_NS,0.5542492336697049,0.3621843126085069,2,2.0,1.4142135623730951,2.0,1.4142135623730951,1.0,0.0,241,22.89263480580988,22.54295615402446,21.02973911448064,19.243227737464004,0.9365110293511959,0.053194011231179776,669,61.60738581373263,42.343099330272935,56.608680906007045,38.069583037213256,0.9295621397524869,0.037895128525470986,1669,5,3.138406231276213,0.35219772261469245,11.519579887390137,6.766132831573486,12.375842094421387,6.508545875549316,2009.3253173828125,1399.4901123046875,4.073470115661621,0.5684033036231995
NegsiRNA_H2_NS,0.6560336218939887,0.2555732727050781,1,1.0,,1.0,,1.0,,334,16.84432616592035,15.520038233984586,15.58248987780731,13.711876395327135,0.9400263609667621,0.05233076349528831,725,55.70592441099099,41.081109492447204,50.959473552924074,36.69887966418244,0.9281742406715144,0.03999739375002129,1796,6,3.1275055679287305,0.3417833038731041,7.929701805114746,4.850461959838867,8.461494445800781,4.706353187561035,1488.6710205078125,939.6343994140625,3.840170383453369,0.5319716334342957
NegsiRNA_E1_NS,0.7266608344184028,0.2117190890842014,3,5.552284749830794,6.666480875939582,5.039637824364241,5.779539419266548,0.9612881646811432,0.06705086562649919,394,17.808508983833317,13.62722397153431,16.397681019805997,11.771058785578267,0.933867503833532,0.053403943164246036,585,51.15890293769577,45.36109126971996,46.482678988555996,40.8446424780286,0.9238935295758985,0.053423678260768874,1627,5,3.1382913337430853,0.3487482664537862,8.385895729064941,5.493923187255859,9.161227226257324,5.404391765594482,1554.6162109375,1081.59326171875,3.8050596714019775,0.6201789379119873
NegsiRNA_D3_NS,0.6201674143473307,0.2943127950032552,8,15.130203820042826,20.80884181777743,14.367488546267484,20.25410781257182,0.9576390996992694,0.059723971119521845,366,19.956506550818865,16.96093986154481,18.589566525250522,15.297538499733603,0.9410123579888673,0.04923819862086978,622,56.03151222610703,42.30984741594704,51.357948654896084,37.94205001112966,0.9290426578098941,0.03614344594176998,1649,5,3.1412977562158884,0.35522404959457454,10.440570831298828,6.863038539886475,11.308083534240723,6.4081268310546875,1843.5302734375,1234.884765625,3.995173931121826,0.5617732405662537
P2RX4_E2_CA,0.58102904425727,0.2871072557237413,0,,,,,,,253,21.21801564067713,18.683750608405425,19.677108811654882,16.74018434227932,0.9390540089908536,0.043123696221873196,544,61.32784974400283,44.47296964121816,56.262893157365006,40.425008677954764,0.9278606979063523,0.046563322680654426,1396,5,3.1454154727793697,0.362537083396936,10.688536643981934,6.429449081420898,11.600736618041992,6.292516708374023,1790.9410400390625,1207.9293212890625,3.9627058506011963,0.5915124416351318
PALLD_F2_NO,0.5362813737657335,0.3577626546223958,3,11.104569499661588,15.458060527153666,10.212894083305278,14.126046568831,0.9474547535756069,0.0457824035359816,238,24.724896127464497,24.052261872014217,22.940391060138126,21.596260860325074,0.9409904671559345,0.04349840192056623,683,60.62235211149649,40.6924073400644,55.596096418975726,36.318955399012125,0.9298334562994646,0.039334802137095656,1597,6,3.113963681903569,0.3274716810267472,11.117499351501465,6.42958402633667,11.906022071838379,6.107191562652588,1951.732666015625,1233.516357421875,4.064635276794434,0.5535484552383423
NegsiRNA_L1_NO,0.6067759195963541,0.32515207926432294,0,,,,,,,432,17.60353547120006,14.769695021906458,16.42012727307357,13.417374632930956,0.9409069053161819,0.04246624613423562,964,49.1759064295981,33.7425197275284,45.24158420657366,30.278643972008492,0.9322234563783495,0.036744005342697825,2405,5,3.1255717255717257,0.3363478417279768,8.49007797241211,4.685908794403076,9.187443733215332,4.324244976043701,1005.3732299804688,608.0401000976562,3.4512908458709717,0.5583609342575073
NegsiRNA_B3_NO,0.5543628268771701,0.3483161926269531,3,1.4714045207910316,0.5024471159172591,1.4714045207910316,0.5024471159172591,1.0,0.0,379,18.930271927843847,14.39194366540401,17.807376960549323,13.369223224585674,0.9461563025328198,0.029573080028172615,815,52.35968097583755,36.054797944783246,48.321006648021175,32.69299382090992,0.933084280650306,0.033829043710231675,2016,5,3.1274801587301586,0.3408654944704872,10.564516067504883,6.679725170135498,11.453840255737305,6.264446258544922,1864.6534423828125,1141.9549560546875,4.0519537925720215,0.5285775661468506
NegsiRNA_D2_CA,0.6759028964572482,0.27619043986002606,3,21.094757082487295,31.356988082765103,16.970341048590416,24.21799510780756,0.9280008989539232,0.12470610111109053,323,18.218113480763098,15.478552447582345,16.987684014774917,13.947930158396536,0.9433523616456451,0.03606015982221793,702,56.22648062462044,40.24599816107461,51.74709898054357,36.33039753969325,0.931176958486045,0.03480866943842304,1756,5,3.1212984054669706,0.33337803010123096,8.80648422241211,5.5934576988220215,9.426278114318848,5.363375663757324,1594.16455078125,1021.8684692382812,3.899916410446167,0.5452920794487
NegsiRNA_F2_NO,0.6294638315836588,0.28980127970377606,4,2.0,1.4142135623730951,2.0,1.4142135623730951,1.0,0.0,475,18.055554929152528,14.044887729095107,16.818057057686605,12.588545981437413,0.9421483509921011,0.051521863503045766,751,47.22758038777365,37.436551737323285,43.59116742420729,34.14916227069025,0.9335109892743508,0.03629086137882903,1972,5,3.120182555780933,0.32673063500360267,10.082073211669922,6.899959564208984,11.213700294494629,6.52653694152832,1920.3936767578125,1121.209228515625,4.050871849060059,0.54935222864151
AKAP5_B2_NS,0.5830529530843099,0.30200110541449654,1,36.485281374238575,,34.0,,0.9318826310054614,,251,23.286604526723305,20.53630235162415,21.637624854063546,18.498546248938915,0.9413588465684684,0.03974619605464357,554,62.75233551721727,42.07647540738857,57.60758650652451,37.92547707082995,0.9298462009257833,0.038536140928630794,1381,5,3.12237509051412,0.3299206778288155,10.963910102844238,6.809286117553711,11.744067192077637,6.645373821258545,2249.263916015625,1516.119384765625,4.163905620574951,0.5548916459083557
NUMB_E3_NO,0.61341306898329,0.28372107611762154,2,58.497474683058265,80.72792206135777,55.86143571373725,77.0,0.977193094065459,0.03225383568839537,358,19.210295173114517,18.049813662056515,17.952686646950074,16.30709139048705,0.9459582484411965,0.03421227482852492,689,53.71149216651175,42.59839124825907,49.298630484816925,38.33180950844377,0.9316308542974991,0.037359872552643045,1757,5,3.1235059760956174,0.33416636836422053,9.444621086120605,5.802804946899414,10.252803802490234,5.6194376945495605,1335.407470703125,885.2260131835938,3.7082040309906006,0.5791078209877014
AKAP5_B2_NO,0.581788592868381,0.33605872260199654,1,38.970562748477136,,34.0,,0.8724534007743737,,377,20.097279190809285,15.89948616170965,18.759180613411676,14.241512228644867,0.9427821534823811,0.03167441115754439,722,54.59078711350179,41.578202812924715,50.007466483611566,36.87706897488748,0.9319603120254883,0.046264030877698585,1882,5,3.1248671625929862,0.33217172299139713,10.60969352722168,6.1369757652282715,11.663725852966309,5.84876012802124,2217.282470703125,1402.540283203125,4.176107406616211,0.5272861123085022
NegsiRNA_F1_NO,0.590423583984375,0.3267258538140191,1,57.38477631085023,,52.00961449578339,,0.90633122300678,,329,18.779336300560548,15.09598694666116,17.53859268102069,13.387812405073305,0.9444608652971437,0.038694185111836414,824,53.22857872357776,35.77710410252569,49.382683635311516,32.70466571251782,0.9361134837262743,0.030556325327985304,2025,5,3.117037037037037,0.3245222298096134,9.707551002502441,5.629197597503662,10.394841194152832,5.045955657958984,1571.2674560546875,1039.8729248046875,3.8681955337524414,0.5653294324874878
EZR_C3_CA,0.664449479844835,0.262656741672092,1,3.4142135623730954,,3.1622776601683795,,0.9262096826685896,,215,18.473389289844423,15.332399381243471,17.121855613424245,13.619232661475303,0.9407384103591215,0.03440287576212726,539,67.88191591077378,47.53197226322552,62.373646598054876,43.211917950354625,0.9283634172786672,0.03922940761616571,1271,5,3.1243115656963023,0.3323127509638685,9.131717681884766,5.5631632804870605,9.648481369018555,5.330126762390137,1330.0848388671875,917.701416015625,3.706226110458374,0.5788863301277161
CAMSAP3-2310057J16RIK_E2_CA,0.6343243916829427,0.2914547390407986,1,1.0,,1.0,,1.0,,162,26.549500609045285,25.906342677066412,24.414662412653314,22.74932798474561,0.9381088722805733,0.038452110217652824,405,78.11434545707503,50.048359356438134,72.02634684130206,45.36863556797737,0.9309393150967893,0.031761555688941796,994,4,3.1287726358148893,0.3349481214758118,11.394123077392578,6.281785011291504,12.224719047546387,6.104303359985352,1923.2142333984375,1267.962890625,4.028804302215576,0.5629809498786926
NegsiRNA_I3_NS,0.680095460679796,0.2609897189670139,1,1.0,,1.0,,1.0,,328,17.454885091436147,16.5977978577646,16.13249808640332,14.588522565040131,0.9416313844297144,0.0394208974780221,630,58.008543482035584,42.3765593623513,53.434690907846054,38.51278285078969,0.9308791080029645,0.035029312640318146,1592,5,3.1212311557788945,0.33211896493352117,8.674296379089355,5.016256332397461,9.348809242248535,4.786740779876709,1073.1234130859375,685.6275634765625,3.5000264644622803,0.5768988132476807
NegsiRNA_G1_NO,0.5500282711452908,0.37930848863389754,1,24.071067811865483,,21.18962010041709,,0.8802941467337804,,349,20.850887449091672,15.352750418513171,19.500644064652764,13.734411140044774,0.9421715480993256,0.04693502637053019,820,52.76891967981446,35.16287454081515,48.837582563084176,31.95347142142809,0.9350536214233159,0.03355785643703324,2014,5,3.12214498510427,0.32896601097610684,11.35003662109375,6.699855804443359,12.366608619689941,6.247341156005859,1557.203125,1006.74609375,3.8616299629211426,0.5646559596061707
AKAP5_B1_NO,0.7198783026801215,0.22656673855251735,4,1.1035533905932737,0.20710678118654754,1.1035533905932737,0.20710678118654754,1.0,0.0,305,19.284955518205187,17.501768149706017,17.922649736173057,15.677736229406829,0.9427992363234626,0.03531018218297494,579,60.14684393711464,44.54158173978459,55.261668817898595,40.3467128387142,0.9279836738084671,0.0366815374057214,1519,5,3.1448321263989465,0.3611634810364769,8.01107406616211,5.102217197418213,8.460455894470215,4.850747585296631,1569.34765625,970.050048828125,3.896458625793457,0.5273693799972534
CAMSAP3-2310057J16RIK_E1_CA,0.6360700395372179,0.2978774176703559,1,26.727922061357866,,23.323807579381203,,0.8726382666725075,,210,22.146754843150926,25.0891317109906,20.342690705757096,21.68383867332078,0.9376494201259723,0.05338567087194467,548,66.81425939167175,45.252993908109644,61.42724810703233,41.017999871555304,0.9297224961667201,0.035241211752099835,1363,4,3.1217901687454144,0.32704330530126735,10.383084297180176,6.1860175132751465,11.063316345214844,6.081782341003418,1794.229736328125,1270.5972900390625,3.9648678302764893,0.5908192992210388
NegsiRNA_A2b_NO,0.6065550910101997,0.25911712646484375,4,3.310660171779822,1.3291918010197235,2.8495864094170424,0.9164113306921289,0.8952847075210474,0.1639692393096793,406,18.212080069343187,16.28542118867514,16.920036583425105,13.786755776867759,0.9430383198055168,0.034442066892796684,663,53.04150832861589,42.679961712400036,48.6596814140238,38.102565340892255,0.9313756634171555,0.03566410787707191,1786,5,3.1377379619260917,0.35106338328741715,9.00694465637207,6.356029987335205,9.787825584411621,6.262408256530762,1514.166015625,922.9812622070312,3.8635177612304688,0.5148938894271851
AKAP5_B1_NS,0.6329555511474609,0.27135255601671004,3,2.60947570824873,2.787693700234704,2.3333333333333335,2.3094010767585034,0.9526214587563498,0.08206204062249967,223,21.447271737786274,20.014422190610365,20.029438288316054,18.288072334138647,0.9401811900112464,0.05707271001619655,564,67.60487887110429,49.420181442183555,61.721352273389165,43.91892848194978,0.927703803051954,0.04031511026431045,1375,4,3.1294545454545455,0.33570234749805145,9.372723579406738,6.3678998947143555,9.745506286621094,6.228872299194336,1613.07861328125,1047.4256591796875,3.897721290588379,0.554929792881012
NegsiRNA_A1b_CA,0.6958024766710069,0.22766664293077257,1,2.8284271247461903,,2.8284271247461903,,1.0,,276,18.773771045124615,17.570624181031807,17.448411373414814,16.05145560103801,0.9390119506856023,0.041354050039086196,571,61.51565044411555,46.73097630297441,56.4056622314762,42.231417050860486,0.9289829213988706,0.03701290288809089,1424,5,3.1228932584269664,0.3325650225508,8.323566436767578,5.376327991485596,8.747601509094238,5.304360389709473,1260.5460205078125,861.4764404296875,3.6363277435302734,0.6088153719902039
ACTN4_L3_NS,0.645875506930881,0.25158055623372394,2,14.621320343559642,18.677669529663685,14.207106781186548,18.09188309203678,0.9851154518896701,0.02104992980742338,351,17.310925587855028,13.441886626708826,16.0392751277237,11.860259750128142,0.9396661650436025,0.03850329137307297,714,55.25829178565684,42.652737193361354,50.3488429122727,37.59385103322662,0.9276862834643318,0.04512342993609897,1876,5,3.144456289978678,0.35756546615741275,8.055233001708984,5.2357048988342285,8.484782218933105,4.990664005279541,1299.042724609375,867.8560180664062,3.6780014038085938,0.5896061062812805
NF2_D1_NO,0.6071169111463759,0.31165440877278644,1,1.4142135623730951,,1.4142135623730951,,1.0,,325,18.456944135246733,18.023543844648085,17.077245321190084,15.893329450050029,0.9390682572499658,0.056283434626973765,791,55.50257497417154,37.46284385818513,50.879416944451535,33.5270619621811,0.9284765012663353,0.03789334011166083,1983,6,3.1321230458900655,0.35320288125763544,8.793922424316406,4.800321578979492,9.512962341308594,4.579282760620117,975.64599609375,582.907958984375,3.4109256267547607,0.5747537016868591
NegsiRNA_C1_NO,0.5399129655626085,0.3511551751030816,1,52.48528137423856,,50.0,,0.9526480318069055,,308,20.810541715432052,19.682848072292717,19.304198076971925,17.715564053703726,0.9424557520659218,0.03979980266548985,731,57.31993529411278,39.022583058295304,53.01321076495299,35.50786949127848,0.934161017944545,0.031215634072652883,1781,5,3.1263335204941045,0.3389177195133461,11.151236534118652,8.242568016052246,11.770821571350098,7.7544426918029785,2010.335693359375,1288.5052490234375,4.099008083343506,0.5312977433204651
PALLD_F3_CA,0.5955969492594401,0.3415323893229167,2,34.278174593052015,44.23401871576772,32.00409808533928,41.01798887668633,0.965311117291523,0.04905748838989784,241,25.341127629987913,24.528067184429307,23.443793032646816,21.80819361843213,0.941201797454518,0.03471355076492007,660,60.808842357728324,40.69365461554993,55.91763102888925,36.61840682887213,0.9305204902728124,0.03339919343426088,1570,6,3.1203821656050956,0.33314537549033574,10.863874435424805,6.536874294281006,11.673973083496094,6.338842868804932,1717.136962890625,1127.1019287109375,3.956002950668335,0.5585939288139343
JUP_D3_NO,0.6341510348849826,0.2667609320746528,1,23.071067811865483,,19.235384061671343,,0.8337448538805194,,332,21.732066041186183,22.05465624121164,19.997409155104002,19.222241930611787,0.9392774769050855,0.043213101401675315,589,56.64934421322391,43.40324754843109,51.73489297187617,38.89793179118,0.9261817076989403,0.04412653863753677,1555,5,3.132475884244373,0.34278035475348567,9.524212837219238,5.993618965148926,10.219070434570312,5.812490463256836,1880.6807861328125,1102.3482666015625,4.045230388641357,0.5381198525428772
PARD3_F1_CA,0.5785774654812283,0.3489697774251302,1,19.242640687119287,,17.464249196572982,,0.9075806943827242,,147,22.441162263910783,21.52536838152827,20.828071214655655,19.03724195283445,0.9416766446797511,0.05897996224395591,713,63.59427654499265,38.44624869602094,59.00806109062119,34.75219406030715,0.9372309487169439,0.03251366945229662,1583,5,3.1231838281743527,0.3362488188313965,10.471572875976562,5.675234794616699,11.111283302307129,5.447474002838135,1998.83349609375,1410.37744140625,4.053055763244629,0.5653388500213623
